method,risk_budget,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
inverse_rl_intent_pomdp,0.20000,4,576,0.11458,0.02603,0.02604,0.01302,0.07986,0.02216,0.07812,0.02194,0.05903,0.01926,0.01910,0.01119,0.06076,0.01953,0.19226,0.03272,0.06101,0.01206,0.04850,0.00747,-0.03280,0.02742,0.22222,0.03398
inverse_rl_intent_pomdp,0.20000,5,576,0.12153,0.02671,0.01736,0.01068,0.09201,0.02363,0.06944,0.02078,0.05556,0.01872,0.01736,0.01068,0.04688,0.01728,0.17242,0.03032,0.05229,0.01048,0.04509,0.00723,-0.01304,0.02664,0.20833,0.03320
inverse_rl_intent_pomdp,0.20000,6,576,0.13021,0.02751,0.02604,0.01302,0.08507,0.02280,0.05903,0.01926,0.05556,0.01872,0.01042,0.00830,0.05035,0.01787,0.18797,0.03125,0.06145,0.01195,0.05017,0.00757,-0.00678,0.02680,0.22917,0.03435
inverse_rl_intent_pomdp,0.20000,7,576,0.11632,0.02621,0.02951,0.01383,0.07292,0.02125,0.07639,0.02171,0.04861,0.01758,0.01215,0.00896,0.04514,0.01697,0.16743,0.02964,0.06017,0.01249,0.04489,0.00726,-0.02014,0.02426,0.20660,0.03309
inverse_rl_intent_pomdp,0.20000,8,576,0.11632,0.02621,0.01215,0.00896,0.07986,0.02216,0.07986,0.02216,0.05208,0.01816,0.01910,0.01119,0.04514,0.01697,0.16493,0.02917,0.04817,0.00950,0.04428,0.00718,-0.00885,0.02553,0.20486,0.03299
inverse_rl_intent_pomdp,0.20000,9,576,0.10417,0.02497,0.01910,0.01119,0.07639,0.02171,0.07292,0.02125,0.05382,0.01845,0.00694,0.00679,0.03299,0.01460,0.14580,0.02730,0.04860,0.01064,0.04003,0.00690,-0.01837,0.02577,0.18576,0.03179
language_affordance_planner,0.08000,0,576,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00521,0.00588,0.00666,0.00753,0.00167,0.00189,0.00172,0.00194,-0.00161,0.00409,0.00521,0.00588
language_affordance_planner,0.08000,1,576,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00241,0.00473,0.00048,0.00094,0.00060,0.00118,-0.00190,0.00373,0.00174,0.00340
language_affordance_planner,0.08000,2,576,0.00694,0.00679,0.00000,0.00000,0.00868,0.00758,0.00347,0.00481,0.00347,0.00481,0.00694,0.00679,0.00868,0.00758,0.01133,0.00990,0.00228,0.00200,0.00248,0.00218,-0.00407,0.00624,0.00868,0.00758
language_affordance_planner,0.08000,3,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00174,0.00340,0.00174,0.00340,0.00521,0.00588,0.00683,0.00772,0.00158,0.00179,0.00172,0.00194,-0.00396,0.00545,0.00521,0.00588
language_affordance_planner,0.08000,4,576,0.00694,0.00679,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00347,0.00481,0.00174,0.00340,0.00694,0.00679,0.00882,0.00863,0.00177,0.00173,0.00195,0.00191,-0.00136,0.00248,0.00694,0.00679
language_affordance_planner,0.08000,5,576,0.00521,0.00588,0.00000,0.00000,0.01215,0.00896,0.00521,0.00588,0.00174,0.00340,0.00347,0.00481,0.01215,0.00896,0.01603,0.01182,0.00341,0.00253,0.00382,0.00283,-0.00733,0.00764,0.01215,0.00896
language_affordance_planner,0.08000,6,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00521,0.00588,0.00660,0.00746,0.00148,0.00168,0.00160,0.00181,-0.00408,0.00638,0.00521,0.00588
language_affordance_planner,0.08000,7,576,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.00694,0.00785,0.00149,0.00169,0.00153,0.00174,-0.00495,0.00566,0.00521,0.00588
language_affordance_planner,0.08000,8,576,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00903,0.00884,0.00195,0.00190,0.00218,0.00213,-0.00402,0.00522,0.00694,0.00679
language_affordance_planner,0.08000,9,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.00696,0.00786,0.00144,0.00163,0.00167,0.00188,-0.00321,0.00514,0.00521,0.00588
language_affordance_planner,0.12000,0,576,0.00521,0.00588,0.00000,0.00000,0.01042,0.00830,0.00521,0.00588,0.00521,0.00588,0.00174,0.00340,0.01042,0.00830,0.01358,0.01083,0.00313,0.00250,0.00340,0.00272,-0.00706,0.00713,0.01042,0.00830
language_affordance_planner,0.12000,1,576,0.00694,0.00679,0.00000,0.00000,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00868,0.00758,0.01150,0.01006,0.00246,0.00216,0.00266,0.00233,0.00002,0.00295,0.00868,0.00758
language_affordance_planner,0.12000,2,576,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00471,0.00652,0.00082,0.00114,0.00096,0.00134,-0.00206,0.00372,0.00347,0.00481
language_affordance_planner,0.12000,3,576,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00218,0.00428,0.00050,0.00098,0.00053,0.00104,-0.00189,0.00371,0.00174,0.00340
language_affordance_planner,0.12000,4,576,0.00694,0.00679,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00347,0.00481,0.00174,0.00340,0.00694,0.00679,0.00914,0.00895,0.00201,0.00197,0.00222,0.00218,-0.00139,0.00265,0.00694,0.00679
language_affordance_planner,0.12000,5,576,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00521,0.00588,0.00669,0.00756,0.00145,0.00164,0.00162,0.00184,-0.00235,0.00299,0.00521,0.00588
language_affordance_planner,0.12000,6,576,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00923,0.00902,0.00210,0.00206,0.00231,0.00226,-0.00479,0.00607,0.00694,0.00679
language_affordance_planner,0.12000,7,576,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00235,0.00460,0.00048,0.00094,0.00058,0.00113,0.00044,0.00087,0.00174,0.00340
language_affordance_planner,0.12000,8,576,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00673,0.00761,0.00137,0.00156,0.00148,0.00167,-0.00582,0.00658,0.00521,0.00588
language_affordance_planner,0.12000,9,576,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.00714,0.00807,0.00149,0.00170,0.00161,0.00183,-0.00149,0.00384,0.00521,0.00588
language_affordance_planner,0.16000,0,576,0.00174,0.00340,0.00000,0.00000,0.01042,0.00830,0.00347,0.00481,0.00521,0.00588,0.00000,0.00000,0.01042,0.00830,0.01384,0.01103,0.00270,0.00216,0.00302,0.00242,-0.00945,0.00782,0.01042,0.00830
language_affordance_planner,0.16000,1,576,0.00521,0.00588,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00691,0.00781,0.00159,0.00181,0.00174,0.00197,-0.00077,0.00208,0.00521,0.00588
language_affordance_planner,0.16000,2,576,0.00174,0.00340,0.00000,0.00000,0.01042,0.00830,0.00694,0.00679,0.00347,0.00481,0.00347,0.00481,0.01042,0.00830,0.01391,0.01108,0.00263,0.00209,0.00294,0.00234,-0.01085,0.00924,0.01042,0.00830
language_affordance_planner,0.16000,3,576,0.00347,0.00481,0.00000,0.00000,0.00868,0.00758,0.00347,0.00481,0.00174,0.00340,0.00174,0.00340,0.00868,0.00758,0.01107,0.00968,0.00259,0.00228,0.00281,0.00246,-0.00540,0.00734,0.00868,0.00758
language_affordance_planner,0.16000,4,576,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00701,0.00792,0.00152,0.00173,0.00172,0.00194,-0.00190,0.00266,0.00521,0.00588
language_affordance_planner,0.16000,5,576,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00226,0.00444,0.00043,0.00084,0.00052,0.00103,-0.00175,0.00344,0.00174,0.00340
language_affordance_planner,0.16000,6,576,0.00521,0.00588,0.00000,0.00000,0.01215,0.00896,0.00347,0.00481,0.00347,0.00481,0.00347,0.00481,0.01215,0.00896,0.01598,0.01178,0.00333,0.00248,0.00370,0.00275,-0.00746,0.00774,0.01215,0.00896
language_affordance_planner,0.16000,7,576,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00465,0.00645,0.00104,0.00144,0.00121,0.00168,-0.00085,0.00267,0.00347,0.00481
language_affordance_planner,0.16000,8,576,0.00521,0.00588,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00174,0.00340,0.00174,0.00340,0.00694,0.00679,0.00919,0.00899,0.00204,0.00200,0.00233,0.00228,-0.00239,0.00421,0.00694,0.00679
language_affordance_planner,0.16000,9,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.00674,0.00761,0.00136,0.00155,0.00151,0.00171,-0.00320,0.00514,0.00521,0.00588
language_affordance_planner,0.20000,0,576,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00211,0.00413,0.00052,0.00102,0.00052,0.00102,0.00045,0.00089,0.00174,0.00340
language_affordance_planner,0.20000,1,576,0.00000,0.00000,0.00000,0.00000,0.00868,0.00758,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00868,0.00758,0.01152,0.01007,0.00262,0.00231,0.00290,0.00254,-0.00796,0.00713,0.00868,0.00758
language_affordance_planner,0.20000,2,576,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00474,0.00657,0.00090,0.00125,0.00097,0.00135,-0.00220,0.00401,0.00347,0.00481
language_affordance_planner,0.20000,3,576,0.00521,0.00588,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00904,0.00883,0.00204,0.00201,0.00220,0.00216,-0.00191,0.00322,0.00694,0.00679
language_affordance_planner,0.20000,4,576,0.00521,0.00588,0.00000,0.00000,0.00694,0.00679,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00905,0.00885,0.00186,0.00182,0.00217,0.00213,-0.00069,0.00287,0.00694,0.00679
language_affordance_planner,0.20000,5,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00521,0.00588,0.00000,0.00000,0.00521,0.00588,0.00665,0.00751,0.00162,0.00184,0.00171,0.00193,-0.00498,0.00655,0.00521,0.00588
language_affordance_planner,0.20000,6,576,0.00347,0.00481,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00000,0.00000,0.00174,0.00340,0.00694,0.00679,0.00934,0.00914,0.00194,0.00190,0.00223,0.00218,-0.00338,0.00475,0.00694,0.00679
language_affordance_planner,0.20000,7,576,0.00174,0.00340,0.00000,0.00000,0.01042,0.00830,0.00174,0.00340,0.00694,0.00679,0.00000,0.00000,0.01042,0.00830,0.01358,0.01082,0.00298,0.00239,0.00324,0.00259,-0.00959,0.00902,0.01042,0.00830
language_affordance_planner,0.20000,8,576,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00688,0.00778,0.00140,0.00159,0.00157,0.00177,-0.00348,0.00472,0.00521,0.00588
language_affordance_planner,0.20000,9,576,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00445,0.00616,0.00090,0.00125,0.00101,0.00140,-0.00158,0.00408,0.00347,0.00481
oracle_joint_intent_capability_planner,0.08000,0,576,0.80382,0.03246,0.06771,0.02054,0.28299,0.03682,0.22396,0.03408,0.13542,0.02797,0.01910,0.01119,0.00868,0.00758,0.92029,0.01143,0.09466,0.01914,0.00000,0.00000,0.40735,0.04661,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,1,576,0.76736,0.03454,0.06424,0.02004,0.29861,0.03741,0.24826,0.03531,0.12847,0.02735,0.02257,0.01214,0.00174,0.00340,0.91940,0.01153,0.09284,0.01885,0.00000,0.00000,0.36244,0.04947,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,2,576,0.80382,0.03246,0.05556,0.01872,0.27604,0.03654,0.24479,0.03514,0.13715,0.02812,0.01215,0.00896,0.00347,0.00481,0.91986,0.01161,0.08405,0.01751,0.00000,0.00000,0.41884,0.04609,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,3,576,0.79167,0.03320,0.05903,0.01926,0.25868,0.03579,0.25000,0.03539,0.13194,0.02766,0.00868,0.00758,0.00347,0.00481,0.92011,0.01148,0.08668,0.01798,0.00000,0.00000,0.41221,0.04762,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,4,576,0.80208,0.03257,0.07812,0.02194,0.26910,0.03625,0.22222,0.03398,0.13715,0.02812,0.01042,0.00830,0.00521,0.00588,0.92101,0.01145,0.10427,0.02037,0.00000,0.00000,0.40335,0.04670,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,5,576,0.78125,0.03379,0.06250,0.01979,0.29167,0.03715,0.22049,0.03389,0.12847,0.02735,0.02083,0.01167,0.00347,0.00481,0.92134,0.01151,0.09048,0.01842,0.00000,0.00000,0.39123,0.04894,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,6,576,0.78472,0.03360,0.06771,0.02054,0.28299,0.03682,0.23090,0.03445,0.12674,0.02719,0.01389,0.00957,0.00521,0.00588,0.91920,0.01145,0.09555,0.01915,0.00000,0.00000,0.39166,0.04572,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,7,576,0.81771,0.03156,0.05903,0.01926,0.28993,0.03709,0.21528,0.03360,0.09028,0.02342,0.01215,0.00896,0.00174,0.00340,0.92006,0.01151,0.08761,0.01809,0.00000,0.00000,0.45331,0.04638,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,8,576,0.78819,0.03340,0.06597,0.02029,0.26736,0.03618,0.23958,0.03489,0.13368,0.02782,0.00868,0.00758,0.00000,0.00000,0.91956,0.01160,0.09244,0.01883,0.00000,0.00000,0.40073,0.04745,1.00000,0.00000
oracle_joint_intent_capability_planner,0.08000,9,576,0.76389,0.03471,0.05208,0.01816,0.28299,0.03682,0.26736,0.03618,0.13542,0.02797,0.01910,0.01119,0.00000,0.00000,0.91952,0.01155,0.08105,0.01702,0.00000,0.00000,0.37123,0.04811,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,0,576,0.83507,0.03033,0.05556,0.01872,0.31250,0.03789,0.25000,0.03539,0.11111,0.02569,0.01215,0.00896,0.00174,0.00340,0.92050,0.01144,0.08360,0.01740,0.00000,0.00000,0.44304,0.04260,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,1,576,0.77778,0.03398,0.07812,0.02194,0.27951,0.03668,0.26042,0.03587,0.11806,0.02637,0.02257,0.01214,0.00000,0.00000,0.92044,0.01153,0.10437,0.02044,0.00000,0.00000,0.36688,0.04690,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,2,576,0.78819,0.03340,0.08507,0.02280,0.24826,0.03531,0.23611,0.03471,0.11285,0.02586,0.01562,0.01014,0.00000,0.00000,0.91854,0.01144,0.11082,0.02122,0.00000,0.00000,0.39671,0.04910,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,3,576,0.81771,0.03156,0.06597,0.02029,0.29861,0.03741,0.21701,0.03369,0.12674,0.02719,0.01562,0.01014,0.00521,0.00588,0.92112,0.01149,0.09247,0.01886,0.00000,0.00000,0.42376,0.04556,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,4,576,0.80382,0.03246,0.06076,0.01953,0.29688,0.03734,0.24479,0.03514,0.12326,0.02687,0.02083,0.01167,0.00521,0.00588,0.91993,0.01142,0.08784,0.01809,0.00000,0.00000,0.40684,0.04604,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,5,576,0.79514,0.03299,0.05208,0.01816,0.27431,0.03647,0.24653,0.03523,0.10590,0.02515,0.01215,0.00896,0.00521,0.00588,0.92135,0.01133,0.08081,0.01699,0.00000,0.00000,0.42721,0.04572,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,6,576,0.82292,0.03120,0.05382,0.01845,0.30556,0.03765,0.20139,0.03278,0.12674,0.02719,0.01215,0.00896,0.00174,0.00340,0.91869,0.01151,0.08183,0.01719,0.00000,0.00000,0.44640,0.04547,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,7,576,0.78993,0.03330,0.06076,0.01953,0.28819,0.03702,0.24306,0.03506,0.12153,0.02671,0.01736,0.01068,0.00000,0.00000,0.91962,0.01143,0.08906,0.01828,0.00000,0.00000,0.40022,0.04625,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,8,576,0.83160,0.03059,0.07118,0.02102,0.25347,0.03556,0.25174,0.03547,0.12847,0.02735,0.00868,0.00758,0.00347,0.00481,0.91948,0.01143,0.09807,0.01954,0.00000,0.00000,0.44201,0.04506,1.00000,0.00000
oracle_joint_intent_capability_planner,0.12000,9,576,0.81250,0.03190,0.07812,0.02194,0.29167,0.03715,0.19965,0.03267,0.12153,0.02671,0.02604,0.01302,0.00000,0.00000,0.92124,0.01145,0.10467,0.02040,0.00000,0.00000,0.41479,0.04845,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,0,576,0.82292,0.03120,0.06944,0.02078,0.29861,0.03741,0.25521,0.03564,0.13542,0.02797,0.01736,0.01068,0.00521,0.00588,0.92081,0.01146,0.09646,0.01938,0.00000,0.00000,0.40753,0.04658,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,1,576,0.78993,0.03330,0.08854,0.02322,0.27083,0.03632,0.21875,0.03379,0.11632,0.02621,0.01910,0.01119,0.00521,0.00588,0.92122,0.01163,0.11321,0.02152,0.00000,0.00000,0.38675,0.04771,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,2,576,0.82292,0.03120,0.06597,0.02029,0.27257,0.03640,0.23090,0.03445,0.13194,0.02766,0.01215,0.00896,0.00000,0.00000,0.92125,0.01154,0.09369,0.01894,0.00000,0.00000,0.43575,0.04311,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,3,576,0.81944,0.03144,0.05729,0.01900,0.27257,0.03640,0.20486,0.03299,0.15625,0.02968,0.01736,0.01068,0.00174,0.00340,0.92007,0.01154,0.08472,0.01760,0.00000,0.00000,0.43890,0.04455,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,4,576,0.81944,0.03144,0.05556,0.01872,0.28125,0.03675,0.20833,0.03320,0.13021,0.02751,0.02083,0.01167,0.00000,0.00000,0.92120,0.01149,0.08281,0.01733,0.00000,0.00000,0.44618,0.04601,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,5,576,0.77951,0.03389,0.06250,0.01979,0.24479,0.03514,0.22569,0.03417,0.12153,0.02671,0.01562,0.01014,0.00000,0.00000,0.91844,0.01147,0.08966,0.01832,0.00000,0.00000,0.41451,0.04639,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,6,576,0.82465,0.03108,0.04861,0.01758,0.28472,0.03689,0.24306,0.03506,0.12500,0.02703,0.01736,0.01068,0.00000,0.00000,0.92064,0.01130,0.07718,0.01638,0.00000,0.00000,0.44847,0.04433,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,7,576,0.81944,0.03144,0.07292,0.02125,0.28819,0.03702,0.21701,0.03369,0.11806,0.02637,0.01215,0.00896,0.00174,0.00340,0.91987,0.01151,0.09929,0.01971,0.00000,0.00000,0.42801,0.04624,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,8,576,0.80035,0.03267,0.06250,0.01979,0.30208,0.03753,0.22917,0.03435,0.12153,0.02671,0.01389,0.00957,0.00174,0.00340,0.92027,0.01141,0.09012,0.01852,0.00000,0.00000,0.40778,0.04551,1.00000,0.00000
oracle_joint_intent_capability_planner,0.16000,9,576,0.80382,0.03246,0.07639,0.02171,0.24826,0.03531,0.22222,0.03398,0.10590,0.02515,0.00694,0.00679,0.00174,0.00340,0.91945,0.01131,0.10173,0.02004,0.00000,0.00000,0.43179,0.04699,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,0,576,0.81771,0.03156,0.09549,0.02402,0.26042,0.03587,0.24479,0.03514,0.15451,0.02954,0.01562,0.01014,0.00000,0.00000,0.92050,0.01137,0.12081,0.02233,0.00000,0.00000,0.38805,0.04822,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,1,576,0.80382,0.03246,0.06597,0.02029,0.25521,0.03564,0.25868,0.03579,0.15104,0.02927,0.01042,0.00830,0.00000,0.00000,0.92004,0.01148,0.09289,0.01884,0.00000,0.00000,0.40728,0.04741,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,2,576,0.82292,0.03120,0.05035,0.01787,0.26910,0.03625,0.23785,0.03480,0.14236,0.02856,0.01215,0.00896,0.00174,0.00340,0.92065,0.01135,0.07847,0.01663,0.00000,0.00000,0.44744,0.04406,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,3,576,0.77778,0.03398,0.07292,0.02125,0.28299,0.03682,0.24306,0.03506,0.11806,0.02637,0.01562,0.01014,0.00174,0.00340,0.92107,0.01151,0.09841,0.01958,0.00000,0.00000,0.37868,0.04766,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,4,576,0.82986,0.03071,0.05729,0.01900,0.25868,0.03579,0.20486,0.03299,0.11632,0.02621,0.01042,0.00830,0.00000,0.00000,0.91937,0.01141,0.08474,0.01761,0.00000,0.00000,0.47513,0.04320,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,5,576,0.76910,0.03445,0.05903,0.01926,0.26736,0.03618,0.24653,0.03523,0.13542,0.02797,0.02257,0.01214,0.00521,0.00588,0.92034,0.01141,0.08653,0.01790,0.00000,0.00000,0.38127,0.04677,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,6,576,0.82465,0.03108,0.05729,0.01900,0.27604,0.03654,0.21528,0.03360,0.12326,0.02687,0.01389,0.00957,0.00347,0.00481,0.92005,0.01144,0.08478,0.01764,0.00000,0.00000,0.45363,0.04534,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,7,576,0.79514,0.03299,0.06076,0.01953,0.28125,0.03675,0.22049,0.03389,0.11632,0.02621,0.01736,0.01068,0.00174,0.00340,0.91884,0.01154,0.08893,0.01826,0.00000,0.00000,0.41846,0.04471,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,8,576,0.77257,0.03426,0.07118,0.02102,0.27778,0.03661,0.23090,0.03445,0.13715,0.02812,0.00868,0.00758,0.00174,0.00340,0.92131,0.01138,0.09852,0.01952,0.00000,0.00000,0.37559,0.04600,1.00000,0.00000
oracle_joint_intent_capability_planner,0.20000,9,576,0.78125,0.03379,0.09549,0.02402,0.27431,0.03647,0.25174,0.03547,0.13542,0.02797,0.01042,0.00830,0.00347,0.00481,0.92077,0.01141,0.12020,0.02233,0.00000,0.00000,0.35171,0.04943,1.00000,0.00000
proposed_affordance_negotiation_v4,0.08000,0,576,0.08854,0.02322,0.00000,0.00000,0.14757,0.02899,0.04167,0.01633,0.03472,0.01496,0.00694,0.00679,0.14757,0.02899,0.24816,0.04889,0.02238,0.00451,0.02619,0.00517,-0.05399,0.01900,0.14757,0.02899
proposed_affordance_negotiation_v4,0.08000,1,576,0.09722,0.02422,0.00000,0.00000,0.15972,0.02994,0.05208,0.01816,0.03993,0.01600,0.00868,0.00758,0.15972,0.02994,0.27156,0.05105,0.02465,0.00475,0.02863,0.00541,-0.06099,0.02154,0.15972,0.02994
proposed_affordance_negotiation_v4,0.08000,2,576,0.09375,0.02382,0.00000,0.00000,0.13542,0.02797,0.02951,0.01383,0.01910,0.01119,0.00694,0.00679,0.13542,0.02797,0.22889,0.04737,0.02141,0.00453,0.02437,0.00506,-0.02877,0.01702,0.13542,0.02797
proposed_affordance_negotiation_v4,0.08000,3,576,0.07292,0.02125,0.00000,0.00000,0.11979,0.02654,0.04167,0.01633,0.03125,0.01422,0.00521,0.00588,0.11979,0.02654,0.19968,0.04435,0.01856,0.00419,0.02102,0.00468,-0.04667,0.01805,0.11979,0.02654
proposed_affordance_negotiation_v4,0.08000,4,576,0.08160,0.02238,0.00000,0.00000,0.12500,0.02703,0.03472,0.01496,0.02431,0.01259,0.00694,0.00679,0.12500,0.02703,0.20839,0.04518,0.01978,0.00438,0.02209,0.00481,-0.03699,0.01669,0.12500,0.02703
proposed_affordance_negotiation_v4,0.08000,5,576,0.08507,0.02280,0.00000,0.00000,0.13715,0.02812,0.03472,0.01496,0.03299,0.01460,0.00694,0.00679,0.13715,0.02812,0.23187,0.04765,0.02180,0.00456,0.02453,0.00505,-0.04656,0.01871,0.13715,0.02812
proposed_affordance_negotiation_v4,0.08000,6,576,0.11285,0.02586,0.00000,0.00000,0.17361,0.03096,0.05556,0.01872,0.03125,0.01422,0.00521,0.00588,0.17361,0.03096,0.29441,0.05264,0.02705,0.00493,0.03136,0.00562,-0.05237,0.02063,0.17361,0.03096
proposed_affordance_negotiation_v4,0.08000,7,576,0.11111,0.02569,0.00000,0.00000,0.16667,0.03046,0.05035,0.01787,0.04514,0.01697,0.01215,0.00896,0.16667,0.03046,0.27672,0.05072,0.02602,0.00485,0.02960,0.00544,-0.05460,0.02022,0.16667,0.03046
proposed_affordance_negotiation_v4,0.08000,8,576,0.09549,0.02402,0.00000,0.00000,0.17188,0.03084,0.03819,0.01567,0.03993,0.01600,0.00521,0.00588,0.17188,0.03084,0.29082,0.05235,0.02810,0.00514,0.03110,0.00561,-0.06612,0.02247,0.17188,0.03084
proposed_affordance_negotiation_v4,0.08000,9,576,0.09896,0.02441,0.00000,0.00000,0.15451,0.02954,0.04861,0.01758,0.03819,0.01567,0.00694,0.00679,0.15451,0.02954,0.26273,0.05038,0.02480,0.00484,0.02828,0.00543,-0.05296,0.01973,0.15451,0.02954
