method,split,task,family,mean_success,ci95_success,mean_physical_violation,ci95_physical_violation,mean_human_burden,ci95_human_burden,mean_intent_error,ci95_intent_error,mean_overpromise,ci95_overpromise,mean_negotiation_rounds,ci95_negotiation_rounds,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
intent_only_follower,delayed_human_feedback,assisted_assembly,asymmetric_reach,0.4864,0.0430,0.2670,0.0100,0.0510,0.0098,0.3469,0.0418,0.5255,0.0549,0.4475,0.0221,0.4421,0.0051,7,0.2602
intent_only_follower,delayed_human_feedback,assisted_assembly,conflicting_safety_preference,0.5017,0.0343,0.3112,0.0365,0.0629,0.0220,0.3844,0.0268,0.4677,0.0359,0.4494,0.0254,0.4653,0.0032,7,0.3010
intent_only_follower,delayed_human_feedback,assisted_assembly,ergonomic_constraint,0.4779,0.0421,0.2517,0.0299,0.0527,0.0160,0.3520,0.0305,0.4711,0.0190,0.4449,0.0193,0.4434,0.0057,7,0.2874
intent_only_follower,delayed_human_feedback,assisted_assembly,load_sharing_mismatch,0.5068,0.0446,0.2653,0.0296,0.0476,0.0114,0.3554,0.0424,0.5119,0.0461,0.4571,0.0138,0.4554,0.0038,7,0.2874
intent_only_follower,delayed_human_feedback,assisted_assembly,occluded_human_goal,0.5391,0.0477,0.2398,0.0369,0.0493,0.0156,0.4116,0.0133,0.4983,0.0433,0.4437,0.0280,0.4312,0.0043,7,0.1922
intent_only_follower,delayed_human_feedback,assisted_assembly,role_switch_request,0.4728,0.0471,0.2789,0.0349,0.0714,0.0216,0.3980,0.0168,0.4643,0.0388,0.4543,0.0188,0.4414,0.0032,7,0.3044
intent_only_follower,delayed_human_feedback,co_carry_doorway,ambiguous_intent,0.5102,0.0500,0.2551,0.0475,0.0459,0.0276,0.3690,0.0378,0.4422,0.0402,0.4247,0.0276,0.4209,0.0040,7,0.2500
intent_only_follower,delayed_human_feedback,co_carry_doorway,asymmetric_reach,0.4881,0.0398,0.3112,0.0312,0.0595,0.0265,0.3452,0.0265,0.5187,0.0349,0.4565,0.0367,0.4531,0.0049,7,0.2517
intent_only_follower,delayed_human_feedback,co_carry_doorway,conflicting_safety_preference,0.5153,0.0431,0.3129,0.0313,0.0578,0.0224,0.3690,0.0184,0.5153,0.0419,0.4621,0.0221,0.4705,0.0047,7,0.2857
intent_only_follower,delayed_human_feedback,co_carry_doorway,ergonomic_constraint,0.4677,0.0440,0.2636,0.0172,0.0510,0.0067,0.3776,0.0258,0.5646,0.0553,0.4226,0.0181,0.4515,0.0069,7,0.3010
intent_only_follower,delayed_human_feedback,co_carry_doorway,load_sharing_mismatch,0.4677,0.0431,0.3061,0.0268,0.0391,0.0208,0.3486,0.0650,0.5578,0.0332,0.4656,0.0179,0.4680,0.0046,7,0.3248
intent_only_follower,delayed_human_feedback,co_carry_doorway,occluded_human_goal,0.4847,0.0387,0.2296,0.0366,0.0425,0.0227,0.3861,0.0152,0.4915,0.0406,0.4544,0.0231,0.4344,0.0043,7,0.2670
intent_only_follower,delayed_human_feedback,co_carry_doorway,role_switch_request,0.4949,0.0356,0.2789,0.0349,0.0510,0.0202,0.3690,0.0265,0.4881,0.0524,0.4408,0.0268,0.4416,0.0037,7,0.2976
intent_only_follower,delayed_human_feedback,collaborative_sorting,ambiguous_intent,0.5646,0.0529,0.2262,0.0467,0.0595,0.0153,0.3912,0.0622,0.4269,0.0312,0.4351,0.0287,0.4099,0.0031,7,0.2126
intent_only_follower,delayed_human_feedback,collaborative_sorting,asymmetric_reach,0.5051,0.0278,0.2381,0.0306,0.0544,0.0160,0.3435,0.0424,0.4915,0.0419,0.4372,0.0259,0.4268,0.0034,7,0.2551
intent_only_follower,delayed_human_feedback,collaborative_sorting,conflicting_safety_preference,0.5374,0.0500,0.2721,0.0343,0.0459,0.0119,0.3980,0.0374,0.5034,0.0422,0.4460,0.0291,0.4403,0.0057,7,0.2466
intent_only_follower,delayed_human_feedback,collaborative_sorting,ergonomic_constraint,0.5323,0.0621,0.2398,0.0316,0.0493,0.0200,0.3520,0.0345,0.4711,0.0455,0.4280,0.0243,0.4270,0.0036,7,0.2194
intent_only_follower,delayed_human_feedback,collaborative_sorting,load_sharing_mismatch,0.4983,0.0497,0.2449,0.0317,0.0527,0.0112,0.3401,0.0283,0.4694,0.0356,0.4446,0.0170,0.4372,0.0041,7,0.2738
intent_only_follower,delayed_human_feedback,collaborative_sorting,occluded_human_goal,0.4949,0.0491,0.2483,0.0139,0.0476,0.0125,0.3793,0.0324,0.4303,0.0193,0.4292,0.0432,0.4140,0.0076,7,0.2908
intent_only_follower,delayed_human_feedback,collaborative_sorting,role_switch_request,0.4932,0.0337,0.2398,0.0164,0.0697,0.0224,0.3827,0.0139,0.4558,0.0566,0.4271,0.0273,0.4236,0.0047,7,0.2704
intent_only_follower,delayed_human_feedback,handover_grip_choice,ambiguous_intent,0.5136,0.0409,0.2364,0.0290,0.0595,0.0135,0.4099,0.0278,0.4388,0.0549,0.4275,0.0276,0.4172,0.0033,7,0.2398
intent_only_follower,delayed_human_feedback,handover_grip_choice,asymmetric_reach,0.4422,0.0187,0.2721,0.0540,0.0510,0.0214,0.3588,0.0290,0.4830,0.0190,0.4422,0.0238,0.4359,0.0047,7,0.3146
intent_only_follower,delayed_human_feedback,handover_grip_choice,conflicting_safety_preference,0.5153,0.0373,0.2925,0.0238,0.0527,0.0123,0.3265,0.0370,0.4932,0.0458,0.4387,0.0248,0.4517,0.0025,7,0.2857
intent_only_follower,delayed_human_feedback,handover_grip_choice,ergonomic_constraint,0.5272,0.0300,0.2296,0.0387,0.0612,0.0230,0.3656,0.0452,0.4694,0.0472,0.4261,0.0223,0.4398,0.0065,7,0.2585
intent_only_follower,delayed_human_feedback,handover_grip_choice,load_sharing_mismatch,0.5000,0.0338,0.2993,0.0372,0.0578,0.0193,0.3554,0.0588,0.5085,0.0355,0.4643,0.0276,0.4482,0.0035,7,0.2619
intent_only_follower,delayed_human_feedback,handover_grip_choice,occluded_human_goal,0.5085,0.0232,0.2534,0.0352,0.0510,0.0220,0.3929,0.0411,0.4354,0.0536,0.4693,0.0239,0.4244,0.0025,7,0.2925
intent_only_follower,delayed_human_feedback,handover_grip_choice,role_switch_request,0.4728,0.0263,0.2670,0.0292,0.0425,0.0143,0.4116,0.0429,0.4575,0.0360,0.4557,0.0248,0.4362,0.0051,7,0.2857
intent_only_follower,delayed_human_feedback,tool_use_handoff,ambiguous_intent,0.4813,0.0413,0.2415,0.0329,0.0408,0.0175,0.3963,0.0503,0.4252,0.0645,0.4128,0.0273,0.4206,0.0031,7,0.2670
intent_only_follower,delayed_human_feedback,tool_use_handoff,asymmetric_reach,0.4762,0.0338,0.2602,0.0513,0.0561,0.0258,0.3588,0.0510,0.4898,0.0382,0.4422,0.0292,0.4491,0.0035,7,0.3078
intent_only_follower,delayed_human_feedback,tool_use_handoff,conflicting_safety_preference,0.4779,0.0457,0.2959,0.0230,0.0459,0.0164,0.3673,0.0465,0.4796,0.0363,0.4442,0.0381,0.4644,0.0059,7,0.3435
intent_only_follower,delayed_human_feedback,tool_use_handoff,ergonomic_constraint,0.4847,0.0434,0.2942,0.0273,0.0646,0.0296,0.3605,0.0333,0.4915,0.0325,0.4427,0.0258,0.4510,0.0026,7,0.3214
intent_only_follower,delayed_human_feedback,tool_use_handoff,load_sharing_mismatch,0.4711,0.0292,0.3333,0.0378,0.0561,0.0111,0.3690,0.0450,0.5459,0.0299,0.4606,0.0349,0.4607,0.0033,7,0.2874
intent_only_follower,delayed_human_feedback,tool_use_handoff,occluded_human_goal,0.5204,0.0498,0.2925,0.0475,0.0646,0.0254,0.3997,0.0377,0.4949,0.0305,0.4344,0.0472,0.4357,0.0068,7,0.2602
intent_only_follower,delayed_human_feedback,tool_use_handoff,role_switch_request,0.4728,0.0449,0.2891,0.0443,0.0493,0.0148,0.4167,0.0360,0.4592,0.0452,0.4360,0.0241,0.4429,0.0030,7,0.3010
intent_only_follower,intent_ambiguity_shift,assisted_assembly,ambiguous_intent,0.5102,0.0680,0.2585,0.0253,0.0612,0.0206,0.3639,0.0485,0.4201,0.0508,0.2813,0.0193,0.3956,0.0062,7,0.2330
intent_only_follower,intent_ambiguity_shift,assisted_assembly,asymmetric_reach,0.5255,0.0402,0.2789,0.0455,0.0357,0.0176,0.3333,0.0381,0.4779,0.0148,0.3310,0.0371,0.4247,0.0023,7,0.2704
intent_only_follower,intent_ambiguity_shift,assisted_assembly,conflicting_safety_preference,0.5697,0.0382,0.3095,0.0228,0.0408,0.0160,0.3435,0.0307,0.4915,0.0519,0.3226,0.0194,0.4428,0.0024,7,0.2806
intent_only_follower,intent_ambiguity_shift,assisted_assembly,ergonomic_constraint,0.5391,0.0202,0.2993,0.0246,0.0527,0.0152,0.3401,0.0301,0.4932,0.0531,0.3083,0.0235,0.4257,0.0066,7,0.2449
intent_only_follower,intent_ambiguity_shift,assisted_assembly,load_sharing_mismatch,0.5153,0.0333,0.2874,0.0412,0.0493,0.0200,0.3605,0.0498,0.4915,0.0309,0.2965,0.0299,0.4353,0.0064,7,0.2959
intent_only_follower,intent_ambiguity_shift,assisted_assembly,occluded_human_goal,0.4949,0.0429,0.2738,0.0228,0.0510,0.0132,0.3793,0.0294,0.4439,0.0410,0.3108,0.0271,0.4077,0.0035,7,0.3265
intent_only_follower,intent_ambiguity_shift,assisted_assembly,role_switch_request,0.5391,0.0253,0.2636,0.0362,0.0340,0.0246,0.3248,0.0355,0.4609,0.0397,0.2940,0.0321,0.4181,0.0027,7,0.2857
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,ambiguous_intent,0.5374,0.0365,0.2551,0.0233,0.0459,0.0079,0.3435,0.0241,0.4167,0.0398,0.2900,0.0191,0.3971,0.0034,7,0.2483
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,asymmetric_reach,0.5136,0.0508,0.2874,0.0465,0.0357,0.0153,0.3078,0.0457,0.4932,0.0441,0.3103,0.0194,0.4318,0.0050,7,0.2721
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,conflicting_safety_preference,0.5646,0.0363,0.3231,0.0424,0.0527,0.0215,0.3554,0.0328,0.5289,0.0360,0.3241,0.0338,0.4452,0.0039,7,0.2568
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,ergonomic_constraint,0.5000,0.0662,0.3010,0.0503,0.0527,0.0190,0.3418,0.0150,0.4813,0.0567,0.3228,0.0173,0.4329,0.0044,7,0.2908
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,load_sharing_mismatch,0.5289,0.0317,0.2976,0.0391,0.0459,0.0200,0.3639,0.0329,0.4983,0.0382,0.3175,0.0260,0.4471,0.0042,7,0.2840
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,occluded_human_goal,0.5306,0.0345,0.2483,0.0372,0.0714,0.0125,0.3197,0.0312,0.4286,0.0576,0.2955,0.0123,0.4130,0.0039,7,0.2415
intent_only_follower,intent_ambiguity_shift,co_carry_doorway,role_switch_request,0.5476,0.0314,0.2636,0.0430,0.0493,0.0079,0.3163,0.0325,0.4745,0.0471,0.2995,0.0174,0.4206,0.0039,7,0.2534
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,ambiguous_intent,0.5204,0.0321,0.2245,0.0180,0.0510,0.0067,0.3656,0.0477,0.4677,0.0443,0.2729,0.0200,0.3909,0.0029,7,0.2381
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,asymmetric_reach,0.5527,0.0278,0.2466,0.0437,0.0408,0.0112,0.2857,0.0378,0.4660,0.0454,0.3012,0.0215,0.4063,0.0048,7,0.2466
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,conflicting_safety_preference,0.5153,0.0403,0.2534,0.0291,0.0578,0.0206,0.3724,0.0214,0.4932,0.0569,0.2902,0.0224,0.4170,0.0041,7,0.2908
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,ergonomic_constraint,0.5272,0.0141,0.2840,0.0415,0.0408,0.0269,0.3146,0.0313,0.4643,0.0435,0.2756,0.0326,0.4034,0.0035,7,0.2551
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,load_sharing_mismatch,0.4949,0.0152,0.2857,0.0269,0.0629,0.0174,0.3214,0.0322,0.4779,0.0547,0.2981,0.0263,0.4168,0.0029,7,0.2687
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,occluded_human_goal,0.5187,0.0333,0.2738,0.0360,0.0357,0.0169,0.3384,0.0329,0.3912,0.0362,0.2978,0.0262,0.3961,0.0030,7,0.2432
intent_only_follower,intent_ambiguity_shift,collaborative_sorting,role_switch_request,0.5408,0.0160,0.2636,0.0252,0.0544,0.0317,0.3486,0.0296,0.4439,0.0474,0.3129,0.0274,0.4050,0.0053,7,0.2398
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,ambiguous_intent,0.5442,0.0208,0.2636,0.0299,0.0527,0.0221,0.3656,0.0268,0.4082,0.0552,0.2831,0.0234,0.3945,0.0039,7,0.2500
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,asymmetric_reach,0.5051,0.0578,0.2942,0.0232,0.0459,0.0148,0.3299,0.0363,0.4847,0.0380,0.2671,0.0159,0.4145,0.0042,7,0.3180
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,conflicting_safety_preference,0.5119,0.0432,0.2925,0.0243,0.0697,0.0224,0.3588,0.0267,0.4660,0.0561,0.2978,0.0190,0.4325,0.0026,7,0.2925
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,ergonomic_constraint,0.5085,0.0333,0.2789,0.0394,0.0595,0.0144,0.3282,0.0325,0.4983,0.0418,0.3087,0.0151,0.4205,0.0022,7,0.2823
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,load_sharing_mismatch,0.5357,0.0283,0.2704,0.0380,0.0442,0.0159,0.3044,0.0423,0.5000,0.0441,0.3007,0.0145,0.4301,0.0024,7,0.2789
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,occluded_human_goal,0.4898,0.0351,0.2330,0.0446,0.0595,0.0176,0.3571,0.0314,0.4456,0.0341,0.2896,0.0220,0.4033,0.0030,7,0.3061
intent_only_follower,intent_ambiguity_shift,handover_grip_choice,role_switch_request,0.5170,0.0394,0.2466,0.0348,0.0442,0.0182,0.3861,0.0480,0.4286,0.0455,0.3126,0.0259,0.4094,0.0030,7,0.2942
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,ambiguous_intent,0.5000,0.0269,0.2704,0.0287,0.0510,0.0159,0.3844,0.0431,0.4507,0.0409,0.2723,0.0306,0.4007,0.0055,7,0.3027
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,asymmetric_reach,0.5051,0.0384,0.2857,0.0544,0.0459,0.0164,0.3146,0.0488,0.5034,0.0278,0.3081,0.0211,0.4271,0.0033,7,0.3163
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,conflicting_safety_preference,0.5255,0.0316,0.2959,0.0324,0.0408,0.0175,0.3163,0.0521,0.4966,0.0536,0.2935,0.0283,0.4445,0.0011,7,0.3180
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,ergonomic_constraint,0.5340,0.0448,0.2925,0.0475,0.0544,0.0175,0.3231,0.0354,0.4694,0.0296,0.2908,0.0197,0.4301,0.0052,7,0.2670
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,load_sharing_mismatch,0.5323,0.0443,0.3316,0.0468,0.0493,0.0213,0.3044,0.0313,0.4762,0.0222,0.3149,0.0146,0.4412,0.0053,7,0.2534
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,occluded_human_goal,0.5204,0.0300,0.2534,0.0321,0.0272,0.0141,0.3690,0.0233,0.4541,0.0442,0.3013,0.0345,0.4146,0.0027,7,0.2602
intent_only_follower,intent_ambiguity_shift,tool_use_handoff,role_switch_request,0.5544,0.0606,0.2942,0.0098,0.0680,0.0141,0.3656,0.0220,0.4643,0.0716,0.3402,0.0385,0.4229,0.0040,7,0.2483
intent_only_follower,nominal,assisted_assembly,ambiguous_intent,0.5782,0.0443,0.2109,0.0300,0.0374,0.0172,0.3112,0.0686,0.3878,0.0321,0.2628,0.0231,0.3594,0.0034,7,0.2313
intent_only_follower,nominal,assisted_assembly,asymmetric_reach,0.6173,0.0276,0.2347,0.0348,0.0425,0.0196,0.2568,0.0215,0.4541,0.0520,0.2753,0.0193,0.3735,0.0054,7,0.1701
intent_only_follower,nominal,assisted_assembly,conflicting_safety_preference,0.5867,0.0514,0.2857,0.0414,0.0323,0.0167,0.2687,0.0325,0.4558,0.0562,0.2456,0.0264,0.3876,0.0045,7,0.2653
intent_only_follower,nominal,assisted_assembly,ergonomic_constraint,0.5782,0.0692,0.2398,0.0299,0.0425,0.0221,0.2687,0.0604,0.4439,0.0263,0.2650,0.0369,0.3755,0.0048,7,0.2398
intent_only_follower,nominal,assisted_assembly,load_sharing_mismatch,0.6088,0.0530,0.2653,0.0516,0.0459,0.0271,0.2704,0.0425,0.4847,0.0313,0.2740,0.0267,0.3819,0.0032,7,0.2415
intent_only_follower,nominal,assisted_assembly,occluded_human_goal,0.6224,0.0434,0.1888,0.0139,0.0578,0.0172,0.2755,0.0193,0.4405,0.0388,0.2501,0.0162,0.3633,0.0028,7,0.1939
intent_only_follower,nominal,assisted_assembly,role_switch_request,0.5850,0.0276,0.2347,0.0340,0.0578,0.0180,0.2517,0.0343,0.4422,0.0379,0.2564,0.0113,0.3731,0.0030,7,0.2585
intent_only_follower,nominal,co_carry_doorway,ambiguous_intent,0.5578,0.0448,0.2602,0.0393,0.0629,0.0232,0.2687,0.0400,0.4235,0.0461,0.2463,0.0269,0.3544,0.0044,7,0.2347
intent_only_follower,nominal,co_carry_doorway,asymmetric_reach,0.5578,0.0503,0.2500,0.0197,0.0493,0.0230,0.2398,0.0343,0.5136,0.0257,0.2923,0.0366,0.3853,0.0070,7,0.2602
intent_only_follower,nominal,co_carry_doorway,conflicting_safety_preference,0.5187,0.0562,0.2789,0.0452,0.0357,0.0088,0.2432,0.0305,0.4643,0.0353,0.2707,0.0201,0.3937,0.0032,7,0.3129
intent_only_follower,nominal,co_carry_doorway,ergonomic_constraint,0.5850,0.0376,0.2466,0.0329,0.0493,0.0213,0.2211,0.0499,0.4779,0.0545,0.2698,0.0190,0.3827,0.0037,7,0.2517
intent_only_follower,nominal,co_carry_doorway,load_sharing_mismatch,0.5867,0.0477,0.2687,0.0426,0.0408,0.0221,0.2585,0.0273,0.5119,0.0411,0.2825,0.0246,0.3911,0.0046,7,0.2432
intent_only_follower,nominal,co_carry_doorway,occluded_human_goal,0.5986,0.0237,0.2211,0.0562,0.0323,0.0141,0.2857,0.0567,0.4490,0.0263,0.2522,0.0091,0.3647,0.0035,7,0.2279
intent_only_follower,nominal,co_carry_doorway,role_switch_request,0.6088,0.0303,0.2279,0.0415,0.0408,0.0143,0.2959,0.0382,0.4711,0.0274,0.2784,0.0198,0.3734,0.0032,7,0.2075
intent_only_follower,nominal,collaborative_sorting,ambiguous_intent,0.5850,0.0528,0.2194,0.0175,0.0612,0.0139,0.2789,0.0381,0.3707,0.0393,0.2390,0.0146,0.3441,0.0054,7,0.2398
intent_only_follower,nominal,collaborative_sorting,asymmetric_reach,0.5935,0.0246,0.2449,0.0264,0.0425,0.0196,0.2347,0.0387,0.4439,0.0377,0.2369,0.0258,0.3561,0.0043,7,0.2296
intent_only_follower,nominal,collaborative_sorting,conflicting_safety_preference,0.6156,0.0393,0.2160,0.0332,0.0493,0.0172,0.2823,0.0296,0.4490,0.0566,0.2367,0.0395,0.3721,0.0033,7,0.2330
intent_only_follower,nominal,collaborative_sorting,ergonomic_constraint,0.5833,0.0447,0.2738,0.0435,0.0391,0.0122,0.2687,0.0305,0.4490,0.0501,0.2254,0.0260,0.3575,0.0047,7,0.2041
intent_only_follower,nominal,collaborative_sorting,load_sharing_mismatch,0.5969,0.0358,0.2041,0.0172,0.0442,0.0182,0.2313,0.0196,0.4456,0.0404,0.2445,0.0253,0.3660,0.0046,7,0.2092
intent_only_follower,nominal,collaborative_sorting,occluded_human_goal,0.6310,0.0301,0.2058,0.0263,0.0476,0.0169,0.3112,0.0549,0.4167,0.0283,0.2478,0.0298,0.3580,0.0030,7,0.1956
intent_only_follower,nominal,collaborative_sorting,role_switch_request,0.6071,0.0314,0.2211,0.0317,0.0425,0.0086,0.2585,0.0325,0.4456,0.0278,0.2549,0.0190,0.3635,0.0056,7,0.2160
intent_only_follower,nominal,handover_grip_choice,ambiguous_intent,0.6207,0.0412,0.2126,0.0312,0.0629,0.0243,0.2823,0.0214,0.3827,0.0236,0.2614,0.0164,0.3540,0.0052,7,0.1905
intent_only_follower,nominal,handover_grip_choice,asymmetric_reach,0.5425,0.0404,0.2126,0.0294,0.0391,0.0167,0.2415,0.0548,0.4405,0.0423,0.2455,0.0293,0.3661,0.0038,7,0.2738
intent_only_follower,nominal,handover_grip_choice,conflicting_safety_preference,0.5867,0.0449,0.2653,0.0291,0.0408,0.0143,0.2823,0.0377,0.4830,0.0664,0.2467,0.0163,0.3821,0.0027,7,0.2721
intent_only_follower,nominal,handover_grip_choice,ergonomic_constraint,0.6105,0.0373,0.2636,0.0332,0.0357,0.0125,0.2517,0.0276,0.4660,0.0320,0.2662,0.0241,0.3702,0.0050,7,0.2194
intent_only_follower,nominal,handover_grip_choice,load_sharing_mismatch,0.6003,0.0557,0.2500,0.0420,0.0459,0.0213,0.2483,0.0354,0.4303,0.0515,0.2437,0.0184,0.3786,0.0044,7,0.2262
intent_only_follower,nominal,handover_grip_choice,occluded_human_goal,0.5748,0.0309,0.2211,0.0100,0.0510,0.0248,0.2721,0.0324,0.4116,0.0438,0.2572,0.0326,0.3602,0.0045,7,0.2432
intent_only_follower,nominal,handover_grip_choice,role_switch_request,0.6156,0.0352,0.2313,0.0238,0.0527,0.0227,0.2585,0.0296,0.4201,0.0340,0.2579,0.0172,0.3640,0.0040,7,0.2568
intent_only_follower,nominal,tool_use_handoff,ambiguous_intent,0.5680,0.0329,0.2041,0.0271,0.0408,0.0112,0.2721,0.0290,0.4337,0.0274,0.2462,0.0242,0.3573,0.0046,7,0.2653
intent_only_follower,nominal,tool_use_handoff,asymmetric_reach,0.5323,0.0413,0.2483,0.0372,0.0476,0.0114,0.2534,0.0132,0.5170,0.0301,0.2668,0.0146,0.3781,0.0036,7,0.2823
intent_only_follower,nominal,tool_use_handoff,conflicting_safety_preference,0.5969,0.0556,0.2704,0.0355,0.0340,0.0172,0.2721,0.0358,0.4456,0.0238,0.2722,0.0482,0.3904,0.0034,7,0.2500
intent_only_follower,nominal,tool_use_handoff,ergonomic_constraint,0.5595,0.0265,0.2517,0.0424,0.0561,0.0098,0.2636,0.0518,0.4490,0.0460,0.2763,0.0242,0.3844,0.0043,7,0.2670
intent_only_follower,nominal,tool_use_handoff,load_sharing_mismatch,0.5697,0.0307,0.2483,0.0294,0.0459,0.0148,0.2466,0.0182,0.4507,0.0448,0.2715,0.0139,0.3896,0.0047,7,0.2585
intent_only_follower,nominal,tool_use_handoff,occluded_human_goal,0.5714,0.0204,0.2092,0.0292,0.0391,0.0167,0.2755,0.0465,0.4184,0.0588,0.2382,0.0171,0.3641,0.0039,7,0.2517
intent_only_follower,nominal,tool_use_handoff,role_switch_request,0.5646,0.0394,0.2296,0.0132,0.0578,0.0262,0.2823,0.0477,0.4745,0.0257,0.2625,0.0268,0.3734,0.0040,7,0.2568
language_affordance_planner,capability_shift,assisted_assembly,ambiguous_intent,0.5323,0.0511,0.1752,0.0182,0.0799,0.0189,0.3707,0.0252,0.2891,0.0317,0.3769,0.0204,0.3304,0.0030,7,0.2347
language_affordance_planner,capability_shift,assisted_assembly,asymmetric_reach,0.5663,0.0313,0.2296,0.0333,0.0748,0.0208,0.2993,0.0294,0.3827,0.0454,0.4295,0.0310,0.3633,0.0047,7,0.2296
language_affordance_planner,capability_shift,assisted_assembly,conflicting_safety_preference,0.5731,0.0376,0.2109,0.0258,0.0901,0.0259,0.3690,0.0374,0.3605,0.0503,0.4263,0.0266,0.3761,0.0065,7,0.2551
language_affordance_planner,capability_shift,assisted_assembly,ergonomic_constraint,0.5068,0.0254,0.2109,0.0482,0.0782,0.0152,0.2704,0.0480,0.3622,0.0349,0.3969,0.0196,0.3621,0.0038,7,0.2942
language_affordance_planner,capability_shift,assisted_assembly,load_sharing_mismatch,0.6054,0.0187,0.2041,0.0236,0.0578,0.0139,0.3027,0.0069,0.3963,0.0377,0.4156,0.0278,0.3746,0.0036,7,0.2143
language_affordance_planner,capability_shift,assisted_assembly,occluded_human_goal,0.5935,0.0358,0.2092,0.0356,0.0765,0.0196,0.3520,0.0560,0.3248,0.0545,0.4248,0.0174,0.3493,0.0051,7,0.1718
language_affordance_planner,capability_shift,assisted_assembly,role_switch_request,0.5510,0.0325,0.1905,0.0429,0.0918,0.0237,0.3061,0.0366,0.3265,0.0259,0.4268,0.0312,0.3575,0.0030,7,0.2908
language_affordance_planner,capability_shift,co_carry_doorway,ambiguous_intent,0.5323,0.0623,0.1582,0.0174,0.0935,0.0307,0.3367,0.0493,0.3095,0.0367,0.4120,0.0163,0.3351,0.0030,7,0.2551
language_affordance_planner,capability_shift,co_carry_doorway,asymmetric_reach,0.5374,0.0513,0.2007,0.0206,0.0731,0.0262,0.2976,0.0345,0.4099,0.0488,0.4441,0.0211,0.3697,0.0030,7,0.3027
language_affordance_planner,capability_shift,co_carry_doorway,conflicting_safety_preference,0.5697,0.0439,0.2466,0.0419,0.0748,0.0304,0.3299,0.0511,0.3861,0.0477,0.4325,0.0196,0.3889,0.0033,7,0.2568
language_affordance_planner,capability_shift,co_carry_doorway,ergonomic_constraint,0.5153,0.0258,0.2262,0.0693,0.0697,0.0172,0.2619,0.0334,0.3605,0.0555,0.4063,0.0353,0.3721,0.0037,7,0.2942
language_affordance_planner,capability_shift,co_carry_doorway,load_sharing_mismatch,0.5068,0.0397,0.2313,0.0305,0.0799,0.0273,0.3027,0.0384,0.3776,0.0485,0.4591,0.0338,0.3900,0.0070,7,0.3401
language_affordance_planner,capability_shift,co_carry_doorway,occluded_human_goal,0.5748,0.0243,0.2058,0.0383,0.1003,0.0264,0.3265,0.0329,0.3129,0.0098,0.3820,0.0167,0.3467,0.0040,7,0.1956
language_affordance_planner,capability_shift,co_carry_doorway,role_switch_request,0.5782,0.0553,0.2296,0.0355,0.0901,0.0227,0.3214,0.0334,0.3299,0.0182,0.4121,0.0061,0.3680,0.0033,7,0.2228
language_affordance_planner,capability_shift,collaborative_sorting,ambiguous_intent,0.5391,0.0220,0.1429,0.0176,0.0731,0.0180,0.3435,0.0412,0.2840,0.0465,0.3870,0.0286,0.3241,0.0044,7,0.1973
language_affordance_planner,capability_shift,collaborative_sorting,asymmetric_reach,0.5986,0.0321,0.1837,0.0477,0.0748,0.0150,0.2857,0.0345,0.3554,0.0267,0.4185,0.0317,0.3427,0.0036,7,0.1565
language_affordance_planner,capability_shift,collaborative_sorting,conflicting_safety_preference,0.5357,0.0467,0.2364,0.0213,0.0935,0.0193,0.3690,0.0249,0.3946,0.0525,0.4149,0.0149,0.3533,0.0036,7,0.3078
language_affordance_planner,capability_shift,collaborative_sorting,ergonomic_constraint,0.5306,0.0446,0.2126,0.0421,0.0731,0.0213,0.2908,0.0413,0.3639,0.0526,0.3970,0.0126,0.3480,0.0051,7,0.2364
language_affordance_planner,capability_shift,collaborative_sorting,load_sharing_mismatch,0.5561,0.0377,0.2024,0.0353,0.0765,0.0227,0.3010,0.0397,0.3724,0.0403,0.3975,0.0202,0.3534,0.0057,7,0.2449
language_affordance_planner,capability_shift,collaborative_sorting,occluded_human_goal,0.5306,0.0506,0.1837,0.0249,0.0816,0.0156,0.3265,0.0391,0.3129,0.0390,0.3894,0.0251,0.3360,0.0058,7,0.2449
