method,split,task,family,mean_success,ci95_success,mean_physical_violation,ci95_physical_violation,mean_human_burden,ci95_human_burden,mean_intent_error,ci95_intent_error,mean_overpromise,ci95_overpromise,mean_negotiation_rounds,ci95_negotiation_rounds,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
capability_map_tamp,intent_ambiguity_shift,collaborative_sorting,ergonomic_constraint,0.5952,0.0486,0.0510,0.0195,0.1088,0.0382,0.3486,0.0501,0.0085,0.0084,0.4842,0.0227,0.2018,0.0021,7,0.1871
capability_map_tamp,intent_ambiguity_shift,collaborative_sorting,load_sharing_mismatch,0.5901,0.0526,0.0595,0.0169,0.1310,0.0228,0.3367,0.0455,0.0170,0.0069,0.5283,0.0250,0.2130,0.0030,7,0.1735
capability_map_tamp,intent_ambiguity_shift,collaborative_sorting,occluded_human_goal,0.5799,0.0390,0.0306,0.0047,0.0935,0.0224,0.3469,0.0276,0.0085,0.0043,0.5541,0.0214,0.2093,0.0030,7,0.1820
capability_map_tamp,intent_ambiguity_shift,collaborative_sorting,role_switch_request,0.6037,0.0431,0.0408,0.0123,0.1037,0.0258,0.3997,0.0370,0.0119,0.0102,0.5437,0.0219,0.2107,0.0028,7,0.1769
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,ambiguous_intent,0.6054,0.0492,0.0255,0.0129,0.1190,0.0255,0.4286,0.0384,0.0051,0.0047,0.5346,0.0273,0.2125,0.0012,7,0.1888
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,asymmetric_reach,0.6241,0.0539,0.0561,0.0141,0.0952,0.0176,0.3520,0.0296,0.0425,0.0152,0.5588,0.0304,0.2146,0.0047,7,0.1990
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,conflicting_safety_preference,0.6020,0.0491,0.0833,0.0244,0.1139,0.0292,0.3503,0.0677,0.0255,0.0107,0.5701,0.0286,0.2299,0.0041,7,0.2024
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,ergonomic_constraint,0.6429,0.0401,0.0459,0.0172,0.1088,0.0320,0.3333,0.0260,0.0136,0.0094,0.5553,0.0344,0.2158,0.0022,7,0.1480
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,load_sharing_mismatch,0.6412,0.0389,0.0884,0.0278,0.1378,0.0374,0.3554,0.0230,0.0425,0.0133,0.5661,0.0317,0.2277,0.0044,7,0.1735
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,occluded_human_goal,0.5816,0.0561,0.0425,0.0269,0.1361,0.0278,0.3622,0.0283,0.0085,0.0067,0.5532,0.0250,0.2133,0.0027,7,0.2143
capability_map_tamp,intent_ambiguity_shift,handover_grip_choice,role_switch_request,0.6327,0.0354,0.0374,0.0187,0.1139,0.0367,0.3741,0.0274,0.0119,0.0102,0.5648,0.0224,0.2130,0.0032,7,0.1786
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,ambiguous_intent,0.6122,0.0152,0.0221,0.0107,0.0901,0.0183,0.3997,0.0301,0.0085,0.0043,0.5496,0.0142,0.2145,0.0030,7,0.1905
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,asymmetric_reach,0.5986,0.0366,0.0850,0.0290,0.1139,0.0309,0.3435,0.0379,0.0561,0.0214,0.5474,0.0228,0.2230,0.0043,7,0.2228
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,conflicting_safety_preference,0.6514,0.0514,0.0884,0.0249,0.1241,0.0349,0.3639,0.0203,0.0425,0.0209,0.5774,0.0356,0.2389,0.0040,7,0.1922
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,ergonomic_constraint,0.5918,0.0635,0.0510,0.0141,0.1003,0.0227,0.3333,0.0394,0.0340,0.0139,0.5567,0.0283,0.2236,0.0041,7,0.2092
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,load_sharing_mismatch,0.6276,0.0508,0.0850,0.0213,0.1071,0.0288,0.3367,0.0258,0.0425,0.0069,0.5882,0.0237,0.2392,0.0022,7,0.1582
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,occluded_human_goal,0.5748,0.0337,0.0442,0.0122,0.1037,0.0202,0.3810,0.0297,0.0085,0.0067,0.5615,0.0159,0.2173,0.0021,7,0.2058
capability_map_tamp,intent_ambiguity_shift,tool_use_handoff,role_switch_request,0.5969,0.0324,0.0663,0.0168,0.1156,0.0226,0.4048,0.0461,0.0153,0.0084,0.5824,0.0221,0.2213,0.0054,7,0.2058
capability_map_tamp,nominal,assisted_assembly,ambiguous_intent,0.6105,0.0440,0.0136,0.0079,0.0918,0.0325,0.3010,0.0317,0.0153,0.0067,0.4545,0.0170,0.1732,0.0027,7,0.1990
capability_map_tamp,nominal,assisted_assembly,asymmetric_reach,0.6735,0.0573,0.0289,0.0160,0.1020,0.0259,0.2874,0.0290,0.0221,0.0164,0.4833,0.0289,0.1670,0.0032,7,0.1139
capability_map_tamp,nominal,assisted_assembly,conflicting_safety_preference,0.6701,0.0569,0.0476,0.0197,0.1139,0.0203,0.2891,0.0263,0.0034,0.0043,0.4866,0.0362,0.1829,0.0038,7,0.1820
capability_map_tamp,nominal,assisted_assembly,ergonomic_constraint,0.6650,0.0418,0.0306,0.0069,0.0867,0.0296,0.2772,0.0325,0.0102,0.0033,0.4565,0.0220,0.1704,0.0052,7,0.1531
capability_map_tamp,nominal,assisted_assembly,load_sharing_mismatch,0.6378,0.0325,0.0476,0.0184,0.1088,0.0213,0.2806,0.0287,0.0119,0.0088,0.5174,0.0190,0.1797,0.0033,7,0.2126
capability_map_tamp,nominal,assisted_assembly,occluded_human_goal,0.6514,0.0370,0.0204,0.0084,0.1310,0.0210,0.3741,0.0644,0.0153,0.0098,0.4872,0.0206,0.1767,0.0018,7,0.1650
capability_map_tamp,nominal,assisted_assembly,role_switch_request,0.6446,0.0271,0.0357,0.0088,0.1071,0.0283,0.2636,0.0290,0.0102,0.0061,0.4824,0.0073,0.1757,0.0030,7,0.1990
capability_map_tamp,nominal,co_carry_doorway,ambiguous_intent,0.6139,0.0555,0.0204,0.0098,0.1344,0.0202,0.3044,0.0397,0.0136,0.0094,0.4514,0.0219,0.1726,0.0030,7,0.1786
capability_map_tamp,nominal,co_carry_doorway,asymmetric_reach,0.6769,0.0200,0.0527,0.0112,0.1156,0.0263,0.2602,0.0290,0.0170,0.0123,0.4751,0.0198,0.1754,0.0033,7,0.1412
capability_map_tamp,nominal,co_carry_doorway,conflicting_safety_preference,0.6531,0.0294,0.0629,0.0208,0.1020,0.0243,0.2857,0.0501,0.0238,0.0088,0.5033,0.0249,0.1873,0.0056,7,0.1786
capability_map_tamp,nominal,co_carry_doorway,ergonomic_constraint,0.6735,0.0305,0.0374,0.0119,0.1310,0.0239,0.2874,0.0396,0.0187,0.0133,0.4647,0.0224,0.1783,0.0055,7,0.1633
capability_map_tamp,nominal,co_carry_doorway,load_sharing_mismatch,0.6837,0.0410,0.0527,0.0133,0.1037,0.0403,0.2619,0.0401,0.0340,0.0180,0.5042,0.0283,0.1863,0.0053,7,0.1463
capability_map_tamp,nominal,co_carry_doorway,occluded_human_goal,0.6224,0.0333,0.0340,0.0172,0.1105,0.0226,0.3078,0.0575,0.0153,0.0067,0.4665,0.0205,0.1745,0.0039,7,0.2041
capability_map_tamp,nominal,co_carry_doorway,role_switch_request,0.6582,0.0457,0.0187,0.0112,0.1020,0.0215,0.2840,0.0468,0.0102,0.0061,0.4769,0.0303,0.1757,0.0037,7,0.1582
capability_map_tamp,nominal,collaborative_sorting,ambiguous_intent,0.6088,0.0457,0.0204,0.0159,0.1139,0.0305,0.3469,0.0365,0.0119,0.0102,0.4427,0.0206,0.1696,0.0027,7,0.2160
capability_map_tamp,nominal,collaborative_sorting,asymmetric_reach,0.6395,0.0474,0.0323,0.0226,0.0884,0.0152,0.2585,0.0258,0.0119,0.0088,0.4588,0.0279,0.1583,0.0020,7,0.1837
capability_map_tamp,nominal,collaborative_sorting,conflicting_safety_preference,0.6803,0.0246,0.0221,0.0148,0.1259,0.0227,0.3333,0.0297,0.0017,0.0033,0.4933,0.0176,0.1739,0.0033,7,0.1684
capability_map_tamp,nominal,collaborative_sorting,ergonomic_constraint,0.6718,0.0485,0.0289,0.0168,0.1020,0.0296,0.2653,0.0437,0.0187,0.0100,0.4546,0.0282,0.1652,0.0014,7,0.1156
capability_map_tamp,nominal,collaborative_sorting,load_sharing_mismatch,0.6667,0.0432,0.0289,0.0112,0.0952,0.0249,0.2636,0.0236,0.0068,0.0047,0.4688,0.0327,0.1664,0.0029,7,0.1395
capability_map_tamp,nominal,collaborative_sorting,occluded_human_goal,0.6463,0.0471,0.0136,0.0079,0.1344,0.0253,0.2942,0.0422,0.0034,0.0043,0.4542,0.0174,0.1686,0.0047,7,0.1803
capability_map_tamp,nominal,collaborative_sorting,role_switch_request,0.6616,0.0426,0.0238,0.0169,0.1190,0.0279,0.2942,0.0263,0.0136,0.0107,0.4596,0.0096,0.1698,0.0029,7,0.1616
capability_map_tamp,nominal,handover_grip_choice,ambiguous_intent,0.6684,0.0424,0.0102,0.0107,0.1276,0.0248,0.3197,0.0241,0.0119,0.0072,0.4618,0.0282,0.1737,0.0025,7,0.1429
capability_map_tamp,nominal,handover_grip_choice,asymmetric_reach,0.6514,0.0232,0.0255,0.0180,0.1122,0.0086,0.2772,0.0337,0.0102,0.0107,0.4885,0.0245,0.1625,0.0058,7,0.1650
capability_map_tamp,nominal,handover_grip_choice,conflicting_safety_preference,0.6582,0.0309,0.0408,0.0143,0.1037,0.0174,0.2942,0.0380,0.0085,0.0043,0.4729,0.0226,0.1825,0.0026,7,0.2007
capability_map_tamp,nominal,handover_grip_choice,ergonomic_constraint,0.6803,0.0236,0.0340,0.0139,0.0952,0.0169,0.2653,0.0348,0.0136,0.0094,0.4577,0.0166,0.1684,0.0059,7,0.1497
capability_map_tamp,nominal,handover_grip_choice,load_sharing_mismatch,0.7194,0.0349,0.0272,0.0098,0.1173,0.0200,0.2670,0.0329,0.0119,0.0088,0.4628,0.0248,0.1691,0.0030,7,0.1071
capability_map_tamp,nominal,handover_grip_choice,occluded_human_goal,0.5986,0.0296,0.0272,0.0132,0.1088,0.0271,0.3265,0.0514,0.0153,0.0043,0.4854,0.0394,0.1732,0.0037,7,0.2194
capability_map_tamp,nominal,handover_grip_choice,role_switch_request,0.6310,0.0314,0.0187,0.0069,0.1224,0.0141,0.3265,0.0292,0.0119,0.0102,0.4846,0.0259,0.1715,0.0028,7,0.2415
capability_map_tamp,nominal,tool_use_handoff,ambiguous_intent,0.6224,0.0344,0.0306,0.0160,0.1395,0.0377,0.3078,0.0303,0.0153,0.0084,0.4637,0.0282,0.1766,0.0014,7,0.2109
capability_map_tamp,nominal,tool_use_handoff,asymmetric_reach,0.6361,0.0249,0.0425,0.0069,0.1088,0.0246,0.2449,0.0526,0.0306,0.0168,0.4601,0.0213,0.1711,0.0046,7,0.1786
capability_map_tamp,nominal,tool_use_handoff,conflicting_safety_preference,0.6701,0.0474,0.0459,0.0200,0.1071,0.0249,0.2925,0.0463,0.0153,0.0098,0.5190,0.0151,0.1887,0.0047,7,0.1769
capability_map_tamp,nominal,tool_use_handoff,ergonomic_constraint,0.6735,0.0190,0.0357,0.0244,0.1071,0.0135,0.2993,0.0303,0.0085,0.0043,0.4688,0.0404,0.1714,0.0033,7,0.1531
capability_map_tamp,nominal,tool_use_handoff,load_sharing_mismatch,0.6667,0.0239,0.0578,0.0219,0.1327,0.0312,0.2653,0.0317,0.0187,0.0183,0.5022,0.0462,0.1850,0.0026,7,0.1616
capability_map_tamp,nominal,tool_use_handoff,occluded_human_goal,0.6344,0.0313,0.0323,0.0182,0.1173,0.0224,0.3044,0.0274,0.0085,0.0084,0.4922,0.0175,0.1803,0.0040,7,0.1888
capability_map_tamp,nominal,tool_use_handoff,role_switch_request,0.6497,0.0360,0.0357,0.0222,0.1241,0.0183,0.2925,0.0301,0.0119,0.0102,0.5132,0.0206,0.1784,0.0013,7,0.1718
intent_only_follower,capability_shift,assisted_assembly,ambiguous_intent,0.5544,0.0287,0.2534,0.0485,0.0578,0.0206,0.2993,0.0462,0.4592,0.0504,0.2635,0.0215,0.4017,0.0051,7,0.2126
intent_only_follower,capability_shift,assisted_assembly,asymmetric_reach,0.4949,0.0407,0.2891,0.0580,0.0578,0.0139,0.3078,0.0479,0.5170,0.0264,0.3216,0.0449,0.4339,0.0043,7,0.3010
intent_only_follower,capability_shift,assisted_assembly,conflicting_safety_preference,0.5459,0.0492,0.2823,0.0387,0.0561,0.0132,0.2908,0.0423,0.5102,0.0339,0.2950,0.0423,0.4462,0.0067,7,0.2823
intent_only_follower,capability_shift,assisted_assembly,ergonomic_constraint,0.5017,0.0369,0.3231,0.0285,0.0544,0.0254,0.2840,0.0584,0.5425,0.0477,0.3012,0.0252,0.4329,0.0021,7,0.2993
intent_only_follower,capability_shift,assisted_assembly,load_sharing_mismatch,0.5221,0.0495,0.2993,0.0119,0.0561,0.0226,0.3027,0.0317,0.5544,0.0301,0.3132,0.0281,0.4449,0.0062,7,0.2976
intent_only_follower,capability_shift,assisted_assembly,occluded_human_goal,0.5153,0.0232,0.2347,0.0278,0.0425,0.0190,0.3282,0.0190,0.4541,0.0530,0.3135,0.0218,0.4167,0.0056,7,0.2500
intent_only_follower,capability_shift,assisted_assembly,role_switch_request,0.5255,0.0299,0.2874,0.0299,0.0544,0.0215,0.2670,0.0313,0.4779,0.0396,0.3143,0.0243,0.4260,0.0050,7,0.3163
intent_only_follower,capability_shift,co_carry_doorway,ambiguous_intent,0.5000,0.0353,0.2364,0.0285,0.0544,0.0112,0.3486,0.0329,0.4745,0.0354,0.2788,0.0316,0.4023,0.0044,7,0.2874
intent_only_follower,capability_shift,co_carry_doorway,asymmetric_reach,0.4949,0.0152,0.2891,0.0413,0.0595,0.0135,0.2891,0.0214,0.5850,0.0482,0.3140,0.0253,0.4445,0.0029,7,0.3452
intent_only_follower,capability_shift,co_carry_doorway,conflicting_safety_preference,0.5255,0.0549,0.3163,0.0317,0.0442,0.0141,0.3248,0.0449,0.5357,0.0423,0.3344,0.0108,0.4590,0.0032,7,0.3010
intent_only_follower,capability_shift,co_carry_doorway,ergonomic_constraint,0.4881,0.0602,0.3231,0.0396,0.0408,0.0133,0.2398,0.0358,0.5340,0.0409,0.3150,0.0219,0.4419,0.0043,7,0.3214
intent_only_follower,capability_shift,co_carry_doorway,load_sharing_mismatch,0.4949,0.0287,0.3503,0.0435,0.0476,0.0125,0.2670,0.0426,0.5697,0.0316,0.3368,0.0181,0.4580,0.0059,7,0.3520
intent_only_follower,capability_shift,co_carry_doorway,occluded_human_goal,0.4949,0.0410,0.2721,0.0459,0.0510,0.0084,0.3163,0.0264,0.5119,0.0244,0.2818,0.0245,0.4169,0.0027,7,0.2755
intent_only_follower,capability_shift,co_carry_doorway,role_switch_request,0.4847,0.0278,0.2976,0.0367,0.0493,0.0257,0.3010,0.0273,0.5221,0.0294,0.2820,0.0254,0.4307,0.0034,7,0.3163
intent_only_follower,capability_shift,collaborative_sorting,ambiguous_intent,0.5374,0.0528,0.2466,0.0195,0.0527,0.0086,0.3231,0.0418,0.4388,0.0343,0.2729,0.0273,0.3925,0.0054,7,0.1990
intent_only_follower,capability_shift,collaborative_sorting,asymmetric_reach,0.5204,0.0291,0.2432,0.0249,0.0646,0.0227,0.3095,0.0356,0.4983,0.0257,0.2708,0.0203,0.4081,0.0057,7,0.2347
intent_only_follower,capability_shift,collaborative_sorting,conflicting_safety_preference,0.5187,0.0243,0.2500,0.0401,0.0561,0.0150,0.3129,0.0387,0.4626,0.0503,0.3047,0.0122,0.4280,0.0054,7,0.3248
intent_only_follower,capability_shift,collaborative_sorting,ergonomic_constraint,0.5238,0.0374,0.2857,0.0398,0.0374,0.0148,0.2687,0.0391,0.5068,0.0469,0.2670,0.0107,0.4129,0.0040,7,0.2432
intent_only_follower,capability_shift,collaborative_sorting,load_sharing_mismatch,0.5102,0.0484,0.2857,0.0388,0.0493,0.0187,0.2959,0.0193,0.5255,0.0320,0.2875,0.0280,0.4216,0.0045,7,0.2908
intent_only_follower,capability_shift,collaborative_sorting,occluded_human_goal,0.5391,0.0291,0.2534,0.0268,0.0510,0.0202,0.3231,0.0393,0.4660,0.0402,0.3037,0.0164,0.4051,0.0047,7,0.2364
intent_only_follower,capability_shift,collaborative_sorting,role_switch_request,0.5493,0.0290,0.2636,0.0236,0.0544,0.0243,0.3112,0.0369,0.5255,0.0706,0.2804,0.0310,0.4055,0.0049,7,0.2755
intent_only_follower,capability_shift,handover_grip_choice,ambiguous_intent,0.5391,0.0366,0.2551,0.0491,0.0578,0.0241,0.3384,0.0305,0.4762,0.0288,0.2863,0.0246,0.3995,0.0044,7,0.2483
intent_only_follower,capability_shift,handover_grip_choice,asymmetric_reach,0.5085,0.0317,0.2602,0.0369,0.0527,0.0183,0.2993,0.0402,0.5306,0.0325,0.2989,0.0297,0.4244,0.0066,7,0.2806
intent_only_follower,capability_shift,handover_grip_choice,conflicting_safety_preference,0.5204,0.0538,0.2585,0.0232,0.0340,0.0129,0.3010,0.0370,0.5068,0.0429,0.3043,0.0205,0.4405,0.0051,7,0.3248
intent_only_follower,capability_shift,handover_grip_choice,ergonomic_constraint,0.5561,0.0370,0.2908,0.0410,0.0374,0.0129,0.2823,0.0313,0.5255,0.0343,0.2966,0.0250,0.4225,0.0033,7,0.2534
intent_only_follower,capability_shift,handover_grip_choice,load_sharing_mismatch,0.5170,0.0446,0.3078,0.0386,0.0459,0.0200,0.2823,0.0337,0.5612,0.0412,0.3345,0.0321,0.4378,0.0050,7,0.3061
intent_only_follower,capability_shift,handover_grip_choice,occluded_human_goal,0.5544,0.0356,0.2721,0.0358,0.0612,0.0148,0.3282,0.0349,0.4915,0.0477,0.2874,0.0225,0.4106,0.0053,7,0.2398
intent_only_follower,capability_shift,handover_grip_choice,role_switch_request,0.5510,0.0377,0.2534,0.0167,0.0663,0.0069,0.3214,0.0494,0.5051,0.0349,0.3004,0.0267,0.4211,0.0022,7,0.2313
intent_only_follower,capability_shift,tool_use_handoff,ambiguous_intent,0.5374,0.0276,0.2517,0.0303,0.0476,0.0197,0.3350,0.0492,0.4269,0.0492,0.2835,0.0229,0.4016,0.0018,7,0.2211
intent_only_follower,capability_shift,tool_use_handoff,asymmetric_reach,0.5068,0.0475,0.2721,0.0320,0.0323,0.0084,0.2738,0.0326,0.5680,0.0232,0.3136,0.0333,0.4371,0.0036,7,0.3027
intent_only_follower,capability_shift,tool_use_handoff,conflicting_safety_preference,0.5119,0.0239,0.3350,0.0224,0.0663,0.0254,0.2942,0.0253,0.5238,0.0374,0.3122,0.0087,0.4521,0.0043,7,0.3299
intent_only_follower,capability_shift,tool_use_handoff,ergonomic_constraint,0.5034,0.0431,0.2942,0.0506,0.0306,0.0112,0.3146,0.0463,0.5459,0.0465,0.3093,0.0297,0.4348,0.0045,7,0.2891
intent_only_follower,capability_shift,tool_use_handoff,load_sharing_mismatch,0.5017,0.0376,0.3180,0.0380,0.0476,0.0088,0.2789,0.0531,0.5527,0.0387,0.3249,0.0260,0.4472,0.0057,7,0.3299
intent_only_follower,capability_shift,tool_use_handoff,occluded_human_goal,0.5391,0.0419,0.2721,0.0418,0.0765,0.0274,0.3248,0.0422,0.4677,0.0393,0.3078,0.0214,0.4187,0.0050,7,0.2602
intent_only_follower,capability_shift,tool_use_handoff,role_switch_request,0.5085,0.0243,0.3078,0.0549,0.0527,0.0143,0.3333,0.0401,0.5119,0.0519,0.3135,0.0137,0.4303,0.0041,7,0.2772
intent_only_follower,combined_stress,assisted_assembly,ambiguous_intent,0.4847,0.0393,0.2721,0.0164,0.0544,0.0112,0.4235,0.0221,0.4558,0.0557,0.4105,0.0202,0.4512,0.0047,7,0.2585
intent_only_follower,combined_stress,assisted_assembly,asymmetric_reach,0.4371,0.0273,0.3163,0.0264,0.0476,0.0144,0.3639,0.0438,0.5595,0.0306,0.4418,0.0267,0.4784,0.0028,7,0.3231
intent_only_follower,combined_stress,assisted_assembly,conflicting_safety_preference,0.4201,0.0253,0.3146,0.0477,0.0544,0.0190,0.4116,0.0283,0.5510,0.0352,0.4389,0.0190,0.4968,0.0022,7,0.3912
intent_only_follower,combined_stress,assisted_assembly,ergonomic_constraint,0.4184,0.0451,0.2925,0.0309,0.0442,0.0174,0.3810,0.0184,0.5221,0.0566,0.4250,0.0246,0.4788,0.0050,7,0.3469
intent_only_follower,combined_stress,assisted_assembly,load_sharing_mismatch,0.4541,0.0584,0.3418,0.0545,0.0374,0.0213,0.3844,0.0268,0.5391,0.0460,0.4599,0.0334,0.4954,0.0044,7,0.3146
intent_only_follower,combined_stress,assisted_assembly,occluded_human_goal,0.4218,0.0400,0.2942,0.0122,0.0544,0.0209,0.4235,0.0416,0.4847,0.0348,0.4234,0.0137,0.4655,0.0049,7,0.3095
intent_only_follower,combined_stress,assisted_assembly,role_switch_request,0.4303,0.0339,0.2993,0.0386,0.0578,0.0285,0.3810,0.0450,0.5170,0.0404,0.4438,0.0232,0.4727,0.0024,7,0.3350
intent_only_follower,combined_stress,co_carry_doorway,ambiguous_intent,0.4524,0.0274,0.2959,0.0436,0.0544,0.0152,0.4201,0.0460,0.4660,0.0164,0.3909,0.0203,0.4452,0.0039,7,0.2704
intent_only_follower,combined_stress,co_carry_doorway,asymmetric_reach,0.4660,0.0246,0.3486,0.0321,0.0510,0.0167,0.3333,0.0447,0.5697,0.0540,0.4486,0.0176,0.4910,0.0042,7,0.3112
intent_only_follower,combined_stress,co_carry_doorway,conflicting_safety_preference,0.4796,0.0406,0.3793,0.0336,0.0425,0.0100,0.3895,0.0506,0.5391,0.0701,0.4465,0.0222,0.5088,0.0060,7,0.3197
intent_only_follower,combined_stress,co_carry_doorway,ergonomic_constraint,0.4575,0.0317,0.3180,0.0321,0.0595,0.0210,0.3520,0.0360,0.5612,0.0339,0.4384,0.0346,0.4918,0.0039,7,0.2993
intent_only_follower,combined_stress,co_carry_doorway,load_sharing_mismatch,0.4915,0.0536,0.3656,0.0531,0.0697,0.0180,0.3690,0.0314,0.5731,0.0320,0.4679,0.0238,0.5140,0.0034,7,0.3163
intent_only_follower,combined_stress,co_carry_doorway,occluded_human_goal,0.4371,0.0477,0.2704,0.0291,0.0646,0.0283,0.3980,0.0469,0.4898,0.0276,0.4270,0.0236,0.4673,0.0034,7,0.3078
intent_only_follower,combined_stress,co_carry_doorway,role_switch_request,0.4490,0.0482,0.2874,0.0312,0.0527,0.0233,0.4184,0.0393,0.5238,0.0330,0.4277,0.0355,0.4764,0.0049,7,0.3112
intent_only_follower,combined_stress,collaborative_sorting,ambiguous_intent,0.4439,0.0352,0.2551,0.0345,0.0425,0.0143,0.4541,0.0603,0.4303,0.0399,0.4068,0.0246,0.4389,0.0057,7,0.2517
intent_only_follower,combined_stress,collaborative_sorting,asymmetric_reach,0.4490,0.0393,0.3027,0.0341,0.0612,0.0236,0.3827,0.0299,0.5221,0.0358,0.4250,0.0218,0.4604,0.0038,7,0.2534
intent_only_follower,combined_stress,collaborative_sorting,conflicting_safety_preference,0.5119,0.0228,0.3129,0.0278,0.0459,0.0172,0.4014,0.0589,0.4966,0.0533,0.4203,0.0185,0.4703,0.0018,7,0.2551
intent_only_follower,combined_stress,collaborative_sorting,ergonomic_constraint,0.4796,0.0514,0.3299,0.0278,0.0663,0.0168,0.3997,0.0349,0.5187,0.0283,0.4404,0.0367,0.4629,0.0050,7,0.2364
intent_only_follower,combined_stress,collaborative_sorting,load_sharing_mismatch,0.4371,0.0329,0.2806,0.0309,0.0527,0.0143,0.3622,0.0283,0.5136,0.0618,0.4003,0.0344,0.4688,0.0037,7,0.3622
intent_only_follower,combined_stress,collaborative_sorting,occluded_human_goal,0.4813,0.0526,0.2925,0.0449,0.0510,0.0132,0.4184,0.0513,0.4762,0.0153,0.4251,0.0240,0.4506,0.0033,7,0.2772
intent_only_follower,combined_stress,collaborative_sorting,role_switch_request,0.4558,0.0457,0.2653,0.0416,0.0544,0.0243,0.4286,0.0401,0.4677,0.0503,0.4373,0.0245,0.4579,0.0027,7,0.2789
intent_only_follower,combined_stress,handover_grip_choice,ambiguous_intent,0.4779,0.0510,0.2296,0.0226,0.0612,0.0180,0.4201,0.0258,0.4524,0.0583,0.4088,0.0203,0.4453,0.0043,7,0.2483
intent_only_follower,combined_stress,handover_grip_choice,asymmetric_reach,0.4456,0.0143,0.3078,0.0285,0.0629,0.0202,0.3418,0.0446,0.5493,0.0369,0.4151,0.0241,0.4700,0.0049,7,0.3248
intent_only_follower,combined_stress,handover_grip_choice,conflicting_safety_preference,0.4320,0.0457,0.3299,0.0363,0.0578,0.0139,0.3759,0.0496,0.5170,0.0341,0.4192,0.0186,0.4937,0.0048,7,0.3571
intent_only_follower,combined_stress,handover_grip_choice,ergonomic_constraint,0.4524,0.0447,0.3095,0.0589,0.0595,0.0233,0.3639,0.0349,0.5374,0.0479,0.4325,0.0202,0.4684,0.0029,7,0.3061
intent_only_follower,combined_stress,handover_grip_choice,load_sharing_mismatch,0.4405,0.0360,0.3010,0.0455,0.0340,0.0172,0.4269,0.0579,0.5510,0.0287,0.4453,0.0258,0.4865,0.0052,7,0.3401
intent_only_follower,combined_stress,handover_grip_choice,occluded_human_goal,0.4915,0.0373,0.2993,0.0445,0.0731,0.0200,0.3929,0.0356,0.4830,0.0363,0.4091,0.0274,0.4570,0.0047,7,0.2755
intent_only_follower,combined_stress,handover_grip_choice,role_switch_request,0.5000,0.0391,0.2738,0.0314,0.0425,0.0233,0.4150,0.0678,0.5085,0.0344,0.4346,0.0239,0.4695,0.0048,7,0.3095
intent_only_follower,combined_stress,tool_use_handoff,ambiguous_intent,0.4694,0.0352,0.2619,0.0326,0.0612,0.0257,0.4201,0.0296,0.4677,0.0248,0.4145,0.0271,0.4492,0.0055,7,0.2143
intent_only_follower,combined_stress,tool_use_handoff,asymmetric_reach,0.4473,0.0283,0.3129,0.0446,0.0391,0.0189,0.3707,0.0224,0.5544,0.0296,0.4490,0.0333,0.4861,0.0033,7,0.3367
intent_only_follower,combined_stress,tool_use_handoff,conflicting_safety_preference,0.4507,0.0290,0.3588,0.0299,0.0663,0.0274,0.4014,0.0469,0.5714,0.0429,0.4749,0.0222,0.5034,0.0057,7,0.3537
intent_only_follower,combined_stress,tool_use_handoff,ergonomic_constraint,0.4745,0.0354,0.3095,0.0334,0.0527,0.0160,0.3810,0.0269,0.5238,0.0541,0.4420,0.0181,0.4847,0.0024,7,0.2500
intent_only_follower,combined_stress,tool_use_handoff,load_sharing_mismatch,0.4541,0.0351,0.3350,0.0241,0.0561,0.0263,0.3929,0.0581,0.5714,0.0429,0.4483,0.0228,0.4989,0.0066,7,0.3401
