method,split,stress_level,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
risk_aware_shared_autonomy,stress_05,0.55556,0,48,0.66319,0.05629,0.11806,0.04122,0.21875,0.04578,0.30903,0.05414,0.15625,0.03426,0.07986,0.02916,0.00694,0.00952,0.62569,0.02017,0.19783,0.03397,0.18030,0.00351,0.19716,0.08201
risk_aware_shared_autonomy,stress_05,0.55556,1,48,0.60764,0.05794,0.06944,0.02543,0.21181,0.05304,0.29861,0.05412,0.16319,0.03437,0.03125,0.02099,0.00347,0.00681,0.62808,0.02030,0.16072,0.02192,0.17832,0.00370,0.21243,0.06844
risk_aware_shared_autonomy,stress_05,0.55556,2,48,0.60764,0.06265,0.07986,0.02916,0.21181,0.04935,0.25694,0.04956,0.20486,0.04886,0.04514,0.02117,0.00347,0.00681,0.62710,0.02027,0.16793,0.02550,0.18111,0.00341,0.19402,0.08153
risk_aware_shared_autonomy,stress_05,0.55556,3,48,0.67014,0.05955,0.08681,0.03505,0.20833,0.05713,0.27431,0.05100,0.16667,0.03767,0.05556,0.02808,0.00347,0.00681,0.62832,0.02056,0.17363,0.02971,0.17951,0.00391,0.25796,0.07572
risk_aware_shared_autonomy,stress_05,0.55556,4,48,0.62500,0.06266,0.09375,0.03212,0.22569,0.04813,0.32639,0.05584,0.17361,0.04345,0.04167,0.02664,0.00000,0.00000,0.62608,0.01994,0.17901,0.02750,0.18139,0.00366,0.18056,0.07207
risk_aware_shared_autonomy,stress_05,0.55556,5,48,0.66667,0.04765,0.07986,0.02749,0.21181,0.05123,0.32639,0.05324,0.14583,0.04523,0.05208,0.02778,0.00000,0.00000,0.62549,0.02063,0.16847,0.02362,0.18007,0.00366,0.25299,0.05944
risk_aware_shared_autonomy,stress_05,0.55556,6,48,0.67708,0.06028,0.13542,0.04087,0.22917,0.04626,0.32986,0.05006,0.15625,0.05451,0.04861,0.02566,0.00347,0.00681,0.62742,0.02052,0.21223,0.03391,0.17913,0.00317,0.18892,0.09431
risk_aware_shared_autonomy,stress_05,0.55556,7,48,0.66667,0.05415,0.07986,0.03368,0.22222,0.04386,0.27431,0.04509,0.17708,0.04500,0.07292,0.02556,0.00347,0.00681,0.62667,0.01987,0.16805,0.02889,0.17859,0.00333,0.24664,0.06854
risk_aware_shared_autonomy,stress_05,0.55556,8,48,0.62500,0.06113,0.06944,0.02891,0.21181,0.04935,0.27778,0.04492,0.18750,0.05019,0.04861,0.02374,0.00347,0.00681,0.62679,0.02048,0.16099,0.02449,0.17963,0.00346,0.22199,0.07442
risk_aware_shared_autonomy,stress_05,0.55556,9,48,0.60069,0.06506,0.09028,0.03363,0.21528,0.04558,0.25694,0.05050,0.14583,0.03316,0.05903,0.02996,0.00347,0.00681,0.62527,0.02091,0.17649,0.02805,0.17971,0.00363,0.19575,0.07550
risk_aware_shared_autonomy,stress_06,0.66667,0,48,0.58681,0.06073,0.09722,0.03201,0.22222,0.05357,0.30208,0.05297,0.19792,0.04526,0.05556,0.02246,0.00347,0.00681,0.66421,0.02121,0.19372,0.02688,0.18509,0.00355,0.13114,0.08048
risk_aware_shared_autonomy,stress_06,0.66667,1,48,0.66667,0.05502,0.08681,0.03224,0.21875,0.05684,0.29514,0.05169,0.16319,0.03828,0.06250,0.02856,0.00347,0.00681,0.66690,0.02190,0.18690,0.02661,0.18352,0.00363,0.23930,0.07405
risk_aware_shared_autonomy,stress_06,0.66667,2,48,0.63194,0.05412,0.10417,0.03456,0.24306,0.04859,0.34722,0.05740,0.18750,0.04523,0.05208,0.02778,0.00347,0.00681,0.66408,0.02121,0.19876,0.02865,0.18488,0.00360,0.14872,0.06859
risk_aware_shared_autonomy,stress_06,0.66667,3,48,0.61111,0.05357,0.08681,0.03224,0.22222,0.05943,0.35069,0.05169,0.16667,0.04765,0.05208,0.02943,0.00000,0.00000,0.66313,0.02160,0.18636,0.02610,0.18414,0.00363,0.16493,0.06539
risk_aware_shared_autonomy,stress_06,0.66667,4,48,0.67708,0.06028,0.13542,0.04087,0.22222,0.05357,0.36806,0.05324,0.17014,0.05100,0.05556,0.02448,0.00347,0.00681,0.66573,0.02140,0.22297,0.03278,0.18287,0.00309,0.16834,0.09090
risk_aware_shared_autonomy,stress_06,0.66667,5,48,0.64236,0.05586,0.08681,0.03074,0.22222,0.03416,0.28125,0.04680,0.19444,0.05085,0.07639,0.02744,0.00694,0.00952,0.66441,0.02123,0.18638,0.02571,0.18324,0.00345,0.20053,0.06812
risk_aware_shared_autonomy,stress_06,0.66667,6,48,0.62153,0.05975,0.07986,0.03224,0.22569,0.04714,0.29167,0.04814,0.20139,0.05050,0.06597,0.02875,0.00000,0.00000,0.66408,0.02168,0.18127,0.02624,0.18394,0.00351,0.18328,0.07703
risk_aware_shared_autonomy,stress_06,0.66667,7,48,0.60069,0.06054,0.09722,0.03746,0.20833,0.04814,0.30556,0.05268,0.18056,0.04221,0.07292,0.03212,0.00347,0.00681,0.66324,0.02220,0.19410,0.02981,0.18427,0.00388,0.15300,0.06453
risk_aware_shared_autonomy,stress_06,0.66667,8,48,0.63889,0.05699,0.09375,0.04854,0.21528,0.04235,0.32986,0.06340,0.20139,0.04558,0.07292,0.02903,0.00694,0.00952,0.66460,0.02099,0.19119,0.03661,0.18392,0.00321,0.17360,0.09314
risk_aware_shared_autonomy,stress_06,0.66667,9,48,0.62500,0.05459,0.14236,0.03889,0.20486,0.03670,0.33333,0.05238,0.16319,0.04613,0.07986,0.03224,0.00000,0.00000,0.66440,0.02191,0.22818,0.03006,0.18259,0.00397,0.12597,0.07874
risk_aware_shared_autonomy,stress_07,0.77778,0,48,0.64236,0.06073,0.12153,0.03979,0.27431,0.05192,0.35069,0.05349,0.20486,0.05169,0.05903,0.02662,0.00347,0.00681,0.70152,0.02254,0.22319,0.03111,0.18810,0.00346,0.11264,0.08472
risk_aware_shared_autonomy,stress_07,0.77778,1,48,0.60764,0.05192,0.11111,0.03809,0.23611,0.05401,0.36458,0.05385,0.18750,0.05470,0.07986,0.03224,0.00000,0.00000,0.70182,0.02321,0.21581,0.02900,0.18768,0.00369,0.10453,0.06836
risk_aware_shared_autonomy,stress_07,0.77778,2,48,0.67361,0.05324,0.13542,0.03970,0.23611,0.05401,0.36458,0.05022,0.19097,0.04958,0.08681,0.03368,0.00347,0.00681,0.70380,0.02222,0.23430,0.03096,0.18717,0.00327,0.13971,0.07858
risk_aware_shared_autonomy,stress_07,0.77778,3,48,0.61458,0.05767,0.09375,0.03212,0.23611,0.03991,0.32986,0.05371,0.20139,0.05143,0.09375,0.03061,0.00694,0.00952,0.70071,0.02210,0.20378,0.02574,0.18710,0.00355,0.13152,0.07164
risk_aware_shared_autonomy,stress_07,0.77778,4,48,0.61458,0.06315,0.10069,0.03605,0.24653,0.04862,0.31944,0.05223,0.23958,0.04854,0.06250,0.02856,0.00000,0.00000,0.70204,0.02282,0.20884,0.02854,0.18805,0.00385,0.11612,0.07807
risk_aware_shared_autonomy,stress_07,0.77778,5,48,0.58333,0.06074,0.12153,0.04097,0.22222,0.05357,0.35069,0.05935,0.19792,0.04630,0.07986,0.03505,0.00347,0.00681,0.70091,0.02293,0.22335,0.03124,0.18803,0.00403,0.07496,0.07313
risk_aware_shared_autonomy,stress_07,0.77778,6,48,0.60764,0.06414,0.11458,0.04257,0.25000,0.04240,0.35417,0.06350,0.21181,0.04838,0.06250,0.03456,0.00347,0.00681,0.70274,0.02209,0.21920,0.03144,0.18797,0.00356,0.09143,0.09243
risk_aware_shared_autonomy,stress_07,0.77778,7,48,0.63889,0.05177,0.13194,0.03634,0.21528,0.04660,0.34375,0.05363,0.18750,0.05204,0.08681,0.03368,0.00000,0.00000,0.70130,0.02317,0.23268,0.02786,0.18688,0.00406,0.12792,0.07735
risk_aware_shared_autonomy,stress_07,0.77778,8,48,0.66667,0.05671,0.13194,0.04453,0.28125,0.05429,0.28472,0.05832,0.17361,0.04859,0.07639,0.03220,0.00000,0.00000,0.70300,0.02267,0.22951,0.03438,0.18854,0.00325,0.15490,0.08963
risk_aware_shared_autonomy,stress_07,0.77778,9,48,0.62500,0.05876,0.11111,0.03274,0.25694,0.04956,0.37153,0.05259,0.17708,0.04394,0.07292,0.03212,0.01042,0.01153,0.70484,0.02251,0.21733,0.02499,0.18804,0.00328,0.11391,0.06717
risk_aware_shared_autonomy,stress_08,0.88889,0,48,0.68056,0.05131,0.13889,0.04165,0.27431,0.05458,0.38542,0.04878,0.17361,0.04453,0.09375,0.03356,0.00347,0.00681,0.74099,0.02314,0.24647,0.03199,0.19074,0.00357,0.12115,0.07550
risk_aware_shared_autonomy,stress_08,0.88889,1,48,0.62153,0.05975,0.10069,0.03333,0.23611,0.03746,0.36458,0.05207,0.21181,0.05030,0.13194,0.03220,0.01042,0.01153,0.73863,0.02335,0.22185,0.02478,0.19109,0.00393,0.10056,0.07984
risk_aware_shared_autonomy,stress_08,0.88889,2,48,0.59028,0.05751,0.14583,0.04417,0.26736,0.04838,0.32639,0.05584,0.22569,0.04613,0.05903,0.02478,0.00000,0.00000,0.73918,0.02424,0.25091,0.03365,0.19183,0.00364,0.03493,0.07814
risk_aware_shared_autonomy,stress_08,0.88889,3,48,0.59375,0.06221,0.12153,0.03605,0.24653,0.05586,0.37847,0.06578,0.22917,0.04626,0.08333,0.03507,0.00000,0.00000,0.73828,0.02410,0.23361,0.02806,0.19212,0.00417,0.04831,0.07879
risk_aware_shared_autonomy,stress_08,0.88889,4,48,0.59375,0.06590,0.14583,0.04417,0.29167,0.04295,0.36458,0.06352,0.25000,0.05671,0.07292,0.03494,0.00347,0.00681,0.74086,0.02344,0.25223,0.03226,0.19193,0.00346,-0.00120,0.08705
risk_aware_shared_autonomy,stress_08,0.88889,5,48,0.64583,0.05112,0.14236,0.03505,0.23611,0.05038,0.35069,0.05169,0.18056,0.04944,0.11111,0.03682,0.00000,0.00000,0.73919,0.02428,0.25139,0.02578,0.19080,0.00392,0.10532,0.07177
risk_aware_shared_autonomy,stress_08,0.88889,6,48,0.67361,0.05498,0.17014,0.04613,0.24306,0.05412,0.31944,0.05822,0.22569,0.05371,0.10069,0.03333,0.00000,0.00000,0.74123,0.02355,0.26505,0.03406,0.19209,0.00345,0.09415,0.08907
risk_aware_shared_autonomy,stress_08,0.88889,7,48,0.61458,0.05767,0.11806,0.03762,0.27431,0.04403,0.37500,0.04814,0.19792,0.04927,0.09375,0.03755,0.00694,0.00952,0.74082,0.02372,0.23524,0.02753,0.19174,0.00353,0.07023,0.07664
risk_aware_shared_autonomy,stress_08,0.88889,8,48,0.59028,0.05913,0.11458,0.03660,0.24653,0.05053,0.34722,0.05740,0.18056,0.04944,0.09375,0.03356,0.01042,0.01153,0.74076,0.02336,0.23062,0.02812,0.19103,0.00368,0.07913,0.08127
risk_aware_shared_autonomy,stress_08,0.88889,9,48,0.59722,0.06366,0.13889,0.04165,0.25694,0.05050,0.32639,0.06071,0.20833,0.03951,0.08681,0.03638,0.00694,0.00952,0.74112,0.02320,0.24911,0.02978,0.19086,0.00355,0.05255,0.08932
risk_aware_shared_autonomy,stress_09,1.00000,0,48,0.59722,0.06061,0.14236,0.04349,0.28125,0.04780,0.31944,0.05131,0.25347,0.05671,0.06250,0.02856,0.00000,0.00000,0.77732,0.02526,0.25909,0.03197,0.19515,0.00360,0.02628,0.07368
risk_aware_shared_autonomy,stress_09,1.00000,1,48,0.57292,0.06445,0.15278,0.03870,0.24653,0.05146,0.36806,0.06449,0.23958,0.04951,0.10069,0.03472,0.00000,0.00000,0.77730,0.02541,0.26532,0.02871,0.19605,0.00420,-0.01471,0.08734
risk_aware_shared_autonomy,stress_09,1.00000,2,48,0.58333,0.06303,0.15625,0.04058,0.30208,0.03970,0.37847,0.07063,0.24306,0.05992,0.07986,0.03368,0.00694,0.00952,0.77923,0.02464,0.26854,0.02947,0.19543,0.00383,-0.03469,0.07773
risk_aware_shared_autonomy,stress_09,1.00000,3,48,0.64583,0.05556,0.14583,0.03456,0.27083,0.05019,0.37847,0.05393,0.19444,0.04991,0.10069,0.03605,0.00000,0.00000,0.77775,0.02535,0.26468,0.02507,0.19434,0.00401,0.07009,0.07452
risk_aware_shared_autonomy,stress_09,1.00000,4,48,0.64583,0.05383,0.19444,0.04277,0.25694,0.05498,0.35764,0.05586,0.23958,0.05494,0.10069,0.03472,0.00000,0.00000,0.77926,0.02493,0.29244,0.03004,0.19622,0.00362,0.01158,0.08384
risk_aware_shared_autonomy,stress_09,1.00000,5,48,0.61458,0.05601,0.14931,0.04038,0.28819,0.04935,0.37153,0.05436,0.22569,0.04613,0.10764,0.03702,0.01042,0.01153,0.77865,0.02475,0.26547,0.02871,0.19496,0.00360,0.01215,0.07600
risk_aware_shared_autonomy,stress_09,1.00000,6,48,0.59028,0.05751,0.12153,0.03734,0.27778,0.06022,0.37847,0.05565,0.18750,0.04827,0.09375,0.03356,0.00694,0.00952,0.77895,0.02456,0.24704,0.02804,0.19507,0.00398,0.04133,0.08297
risk_aware_shared_autonomy,stress_09,1.00000,7,48,0.56250,0.06497,0.15278,0.04545,0.28125,0.05515,0.34028,0.06300,0.22917,0.04309,0.09722,0.03991,0.00694,0.00952,0.77811,0.02473,0.26845,0.03126,0.19479,0.00401,-0.02758,0.08706
risk_aware_shared_autonomy,stress_09,1.00000,8,48,0.61111,0.04798,0.14931,0.03539,0.32639,0.06148,0.39931,0.05895,0.19444,0.04492,0.07292,0.02903,0.00000,0.00000,0.77932,0.02414,0.26627,0.02529,0.19410,0.00405,0.00620,0.08878
risk_aware_shared_autonomy,stress_09,1.00000,9,48,0.58333,0.06378,0.13889,0.04386,0.30208,0.05207,0.32986,0.05458,0.18056,0.04332,0.09375,0.03212,0.00000,0.00000,0.77861,0.02487,0.25725,0.03204,0.19538,0.00331,0.02577,0.08447
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,0,48,0.76389,0.05740,0.01042,0.01509,0.09028,0.03501,0.17361,0.04453,0.03472,0.02166,0.00347,0.00681,0.00000,0.00000,0.52465,0.02076,0.01042,0.01509,0.06682,0.00212,0.60793,0.06423
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,1,48,0.78819,0.04535,0.00694,0.00952,0.10069,0.03472,0.17014,0.04613,0.03819,0.02003,0.00347,0.00681,0.00347,0.00681,0.52308,0.02069,0.00694,0.00952,0.06713,0.00197,0.63041,0.05305
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,2,48,0.80208,0.04421,0.00000,0.00000,0.10764,0.03297,0.16667,0.04457,0.05556,0.02634,0.00347,0.00681,0.00000,0.00000,0.52239,0.02131,0.00000,0.00000,0.06839,0.00163,0.64329,0.05029
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,3,48,0.78125,0.04367,0.00694,0.00952,0.15625,0.04394,0.16667,0.04127,0.01736,0.01751,0.00000,0.00000,0.00347,0.00681,0.52425,0.02125,0.00694,0.00952,0.06716,0.00181,0.60896,0.04709
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,4,48,0.77083,0.04083,0.01042,0.01153,0.14931,0.04789,0.13194,0.04345,0.03472,0.02166,0.01042,0.01153,0.00000,0.00000,0.52389,0.02131,0.01042,0.01153,0.06645,0.00192,0.60047,0.05377
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,5,48,0.81944,0.04748,0.00694,0.00952,0.09722,0.03201,0.17014,0.04613,0.02431,0.01943,0.00694,0.00952,0.00000,0.00000,0.52317,0.02093,0.00694,0.00952,0.06698,0.00176,0.66898,0.05257
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,6,48,0.77431,0.04714,0.00694,0.00952,0.11111,0.04277,0.18750,0.04523,0.03819,0.02430,0.00347,0.00681,0.00000,0.00000,0.52398,0.02031,0.00694,0.00952,0.06861,0.00145,0.60630,0.05450
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,7,48,0.77431,0.04509,0.01042,0.01153,0.10764,0.03572,0.15625,0.03818,0.03125,0.01860,0.00347,0.00681,0.00347,0.00681,0.52392,0.02107,0.01042,0.01153,0.06742,0.00204,0.61728,0.06198
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,8,48,0.79514,0.04789,0.01042,0.01153,0.06597,0.02706,0.14583,0.04083,0.03125,0.02509,0.00000,0.00000,0.00000,0.00000,0.52348,0.02100,0.01042,0.01153,0.06731,0.00178,0.66258,0.04962
risk_calibrated_collaborative_affordance_v5,stress_00,0.00000,9,48,0.78125,0.04578,0.00347,0.00681,0.10417,0.04417,0.13889,0.04798,0.02778,0.02025,0.00347,0.00681,0.00000,0.00000,0.52503,0.02054,0.00347,0.00681,0.06640,0.00188,0.64173,0.05972
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,0,48,0.79514,0.05076,0.00000,0.00000,0.15278,0.04221,0.17014,0.03950,0.06597,0.03035,0.00347,0.00681,0.00000,0.00000,0.57097,0.02283,0.00001,0.00003,0.06907,0.00174,0.60746,0.05342
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,1,48,0.75694,0.04859,0.01389,0.01317,0.14931,0.04038,0.19444,0.05085,0.05208,0.02602,0.00000,0.00000,0.00347,0.00681,0.57171,0.02303,0.01390,0.01317,0.06861,0.00183,0.55312,0.04918
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,2,48,0.75694,0.04558,0.01389,0.01317,0.17014,0.05100,0.16667,0.05147,0.05208,0.02602,0.01042,0.01153,0.00000,0.00000,0.57263,0.02287,0.01392,0.01317,0.06881,0.00214,0.55109,0.05978
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,3,48,0.82292,0.04706,0.01389,0.01637,0.11111,0.03274,0.16667,0.04457,0.04167,0.02480,0.00694,0.00952,0.00000,0.00000,0.57191,0.02251,0.01390,0.01637,0.06877,0.00197,0.64967,0.06028
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,4,48,0.76736,0.04535,0.01389,0.01317,0.14931,0.04789,0.19792,0.04731,0.04167,0.02836,0.00694,0.00952,0.00000,0.00000,0.57233,0.02222,0.01389,0.01317,0.06992,0.00180,0.56558,0.05938
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,5,48,0.76736,0.04535,0.01736,0.01456,0.11458,0.03391,0.14583,0.03720,0.05903,0.02478,0.00347,0.00681,0.00347,0.00681,0.57244,0.02253,0.01740,0.01458,0.06840,0.00210,0.58870,0.06372
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,6,48,0.79514,0.04587,0.01389,0.01317,0.08681,0.03638,0.18056,0.04648,0.04514,0.02875,0.00000,0.00000,0.00000,0.00000,0.57161,0.02277,0.01389,0.01317,0.06883,0.00199,0.62861,0.05087
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,7,48,0.77778,0.04277,0.01042,0.01153,0.12500,0.03829,0.12847,0.04587,0.04861,0.02744,0.00347,0.00681,0.00000,0.00000,0.57279,0.02240,0.01043,0.01153,0.06906,0.00179,0.61327,0.05018
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,8,48,0.79861,0.03885,0.01736,0.01751,0.11458,0.03787,0.19792,0.04421,0.03472,0.01935,0.00347,0.00681,0.00000,0.00000,0.57286,0.02245,0.01737,0.01751,0.07018,0.00170,0.61285,0.05048
risk_calibrated_collaborative_affordance_v5,stress_01,0.11111,9,48,0.74653,0.04862,0.02778,0.01776,0.10764,0.03572,0.14583,0.04198,0.05556,0.03274,0.00000,0.00000,0.00000,0.00000,0.57081,0.02245,0.02778,0.01776,0.06863,0.00196,0.56271,0.05789
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,0,48,0.75000,0.05147,0.01736,0.01456,0.20486,0.05076,0.19097,0.05326,0.07292,0.02735,0.00347,0.00681,0.00000,0.00000,0.61985,0.02425,0.01796,0.01454,0.07020,0.00222,0.50633,0.06665
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,1,48,0.81250,0.04924,0.02431,0.01943,0.15278,0.03870,0.20833,0.04912,0.04514,0.02330,0.00694,0.00952,0.00000,0.00000,0.61941,0.02415,0.02520,0.01935,0.07089,0.00183,0.59002,0.06810
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,2,48,0.74653,0.04764,0.02778,0.01776,0.14236,0.04125,0.21181,0.05030,0.06250,0.03018,0.00694,0.00952,0.00000,0.00000,0.62030,0.02410,0.02837,0.01791,0.07240,0.00179,0.51628,0.06298
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,3,48,0.77431,0.04714,0.03125,0.02099,0.12847,0.03670,0.16319,0.03297,0.08333,0.03369,0.00000,0.00000,0.00000,0.00000,0.61986,0.02436,0.03199,0.02107,0.07012,0.00199,0.55653,0.06429
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,4,48,0.78472,0.05324,0.02431,0.01682,0.11806,0.04235,0.20139,0.04761,0.05556,0.03127,0.00000,0.00000,0.00000,0.00000,0.61927,0.02432,0.02485,0.01692,0.07067,0.00197,0.57807,0.05980
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,5,48,0.76389,0.04648,0.01389,0.01317,0.17708,0.03940,0.17708,0.04500,0.06597,0.03035,0.00347,0.00681,0.00000,0.00000,0.62008,0.02394,0.01463,0.01316,0.07130,0.00189,0.54468,0.05589
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,6,48,0.78125,0.04257,0.03125,0.02313,0.13542,0.04312,0.19792,0.04830,0.05903,0.02834,0.00347,0.00681,0.00000,0.00000,0.61999,0.02382,0.03185,0.02308,0.07153,0.00174,0.55765,0.05443
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,7,48,0.73611,0.05038,0.02778,0.01776,0.14583,0.03845,0.17361,0.04235,0.06250,0.02856,0.00000,0.00000,0.00000,0.00000,0.61876,0.02414,0.02862,0.01792,0.07071,0.00212,0.51957,0.05901
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,8,48,0.75347,0.05053,0.01042,0.01153,0.16319,0.04068,0.19097,0.04125,0.04861,0.02566,0.00347,0.00681,0.00000,0.00000,0.62032,0.02441,0.01093,0.01156,0.07233,0.00213,0.54711,0.05730
risk_calibrated_collaborative_affordance_v5,stress_02,0.22222,9,48,0.79167,0.04715,0.01042,0.01153,0.17361,0.04956,0.18056,0.04332,0.03819,0.02003,0.00347,0.00681,0.00347,0.00681,0.62170,0.02472,0.01128,0.01149,0.07124,0.00193,0.58786,0.05878
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,0,48,0.75347,0.04958,0.03819,0.02226,0.18750,0.04626,0.21875,0.05161,0.08333,0.03076,0.00694,0.00952,0.00000,0.00000,0.66853,0.02559,0.04210,0.02258,0.07397,0.00181,0.47689,0.06593
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,1,48,0.78125,0.04974,0.02778,0.01776,0.14583,0.03845,0.17361,0.03363,0.09722,0.03746,0.00000,0.00000,0.00000,0.00000,0.66824,0.02593,0.03193,0.01767,0.07106,0.00190,0.54710,0.06485
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,2,48,0.77778,0.05085,0.02778,0.02025,0.13542,0.04927,0.21528,0.05234,0.07639,0.02911,0.00000,0.00000,0.00000,0.00000,0.66731,0.02623,0.03166,0.02052,0.07197,0.00204,0.54286,0.06122
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,3,48,0.76042,0.04756,0.02431,0.01682,0.18750,0.04198,0.20139,0.04345,0.05556,0.02634,0.00347,0.00681,0.00000,0.00000,0.66766,0.02568,0.02828,0.01707,0.07295,0.00170,0.51825,0.06282
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,4,48,0.78125,0.04474,0.02778,0.02025,0.17014,0.04403,0.21875,0.05341,0.07292,0.02903,0.00347,0.00681,0.00000,0.00000,0.66759,0.02560,0.03177,0.02020,0.07313,0.00175,0.52968,0.05579
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,5,48,0.76042,0.04655,0.04167,0.02281,0.17014,0.03828,0.19097,0.04456,0.08681,0.03224,0.00347,0.00681,0.00000,0.00000,0.66726,0.02597,0.04588,0.02314,0.07252,0.00186,0.49718,0.05821
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,6,48,0.71528,0.05584,0.02778,0.02025,0.18750,0.04626,0.23264,0.05030,0.06250,0.02856,0.00000,0.00000,0.00000,0.00000,0.66738,0.02623,0.03173,0.02016,0.07501,0.00204,0.45629,0.06720
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,7,48,0.76736,0.05123,0.01389,0.01317,0.20139,0.04956,0.19792,0.04201,0.05903,0.02478,0.00000,0.00000,0.00347,0.00681,0.66878,0.02641,0.01836,0.01309,0.07297,0.00180,0.53025,0.05738
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,8,48,0.77778,0.05268,0.03472,0.02374,0.15278,0.03618,0.22222,0.04698,0.05208,0.02602,0.01042,0.01153,0.00000,0.00000,0.66827,0.02675,0.03820,0.02375,0.07380,0.00225,0.53235,0.06788
risk_calibrated_collaborative_affordance_v5,stress_03,0.33333,9,48,0.74653,0.05501,0.02431,0.01682,0.19097,0.04958,0.19792,0.05558,0.07986,0.02749,0.00000,0.00000,0.00694,0.01361,0.66864,0.02609,0.02848,0.01687,0.07197,0.00233,0.49302,0.06303
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,0,48,0.74306,0.05668,0.04167,0.02281,0.15278,0.04648,0.23958,0.05579,0.07986,0.03074,0.00347,0.00681,0.00000,0.00000,0.71453,0.02821,0.05175,0.02321,0.07380,0.00207,0.47106,0.06746
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,1,48,0.76042,0.05045,0.02083,0.01852,0.20486,0.04689,0.22917,0.04523,0.06597,0.02706,0.00694,0.00952,0.00000,0.00000,0.71550,0.02771,0.03172,0.01892,0.07426,0.00176,0.49618,0.06646
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,2,48,0.77083,0.04523,0.04514,0.02875,0.19444,0.04049,0.23611,0.05401,0.09722,0.03050,0.00694,0.00952,0.00000,0.00000,0.71482,0.02762,0.05508,0.02891,0.07408,0.00150,0.46863,0.05235
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,3,48,0.75694,0.04345,0.04514,0.02525,0.21181,0.04321,0.19444,0.04698,0.10764,0.03572,0.00000,0.00000,0.00000,0.00000,0.71539,0.02774,0.05489,0.02553,0.07410,0.00193,0.45872,0.05787
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,4,48,0.70833,0.05795,0.03819,0.02430,0.21181,0.05123,0.21181,0.05030,0.09028,0.03220,0.00000,0.00000,0.00000,0.00000,0.71559,0.02778,0.04894,0.02390,0.07599,0.00184,0.41913,0.06951
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,5,48,0.73611,0.05573,0.03472,0.02374,0.18403,0.04689,0.23611,0.04332,0.06944,0.02891,0.00000,0.00000,0.00347,0.00681,0.71576,0.02811,0.04503,0.02414,0.07448,0.00179,0.46332,0.06432
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,6,48,0.77778,0.04798,0.03819,0.02430,0.18750,0.04309,0.22917,0.04309,0.08681,0.03224,0.00694,0.00952,0.00347,0.00681,0.71571,0.02847,0.04779,0.02484,0.07468,0.00209,0.49267,0.05773
risk_calibrated_collaborative_affordance_v5,stress_04,0.44444,7,48,0.75000,0.05671,0.03125,0.02099,0.21528,0.04453,0.21528,0.05992,0.10417,0.03720,0.00000,0.00000,0.00694,0.01361,0.71661,0.02771,0.04226,0.02124,0.07346,0.00225,0.45827,0.07405
